,text,label
30,"Easter celebrations continue under global lockdown'We need Easter as much as ever,' says the Queen Prime Minister Giuseppe Conte praised Pope Francis for Pope Francis's ""gesture of responsibility"" in marking Easter without a congregation.", <triplet> Prime Minister Giuseppe Conte <subj> Pope Francis <obj> Engage In Diplomatic Cooperation
31,"At Pope Francis's Easter vigil service on Saturday evening, Pope Francis urged people not to ""yield to fear"" over the pandemic, calling on people to be ""messengers of life in a time of death"".", <triplet> Pope Francis <subj> Pope Francis's Easter vigil service <obj> Appeal
32,"“This is after SAA operated a repatriation flight on behalf of the Canadian government on Friday taking Canadian citizens to London where Canadian citizens connected en route to Canadian citizens's home country,” said SAA spokesperson Tlali Tlali in a statement.", <triplet> Canadian citizens <subj> London <obj> Coerce
33,"At Jerusalem's Church of the Holy Sepulchre, where many Christians believe Jesus was crucified and entombed, Archbishop Pierbattista Pizzaballa urged the faithful to not be discouraged.", <triplet> Archbishop Pierbattista Pizzaballa <subj> Jerusalem's Church <obj> Appeal
34,"In Nigeria's capital, a Catholic Mass was celebrated in Lagos's empty cathedral, while Congo braced for a battle with both COVID-19 and an ongoing Ebola outbreak.", <triplet> Nigeria's capital <subj> a Catholic Mass <obj> Engage In Diplomatic Cooperation
35,"In Francis's a solitary Easter Sunday address, Francis urged political leaders to provide hope and opportunity to the millions of newly jobless.", <triplet> Francis <subj> Francis's a solitary Easter Sunday address <obj> Appeal
36,"Francis appealed to the EU in particular to step up to the ""epochal challenge"" posed by COVID-19, which has ravaged Italy, Spain and other European countries.", <triplet> Francis <subj> the EU <obj> Appeal
37,"Then earlier this year, Emma Coronel Aispuro was arrested at Dulles International Airport in Virginia and charged with helping Emma Coronel Aispuro's drug lord husband run the notorious Sinaloa cartel.", <triplet> Dulles International Airport <subj> Emma Coronel Aispuro <obj> Coerce
38,Emma Coronel Aispuro was arrested in June 2017 on drug charges near the US-Mexico border., <triplet> the US-Mexico border <subj> Emma Coronel Aispuro <obj> Coerce
39,"READ• 'Malema will kill you' – Malema threatens Pan-African Parly member during a sitting• 'Please call the police' – Violence erupts at Pan-African Parliament• ANC's Majodina to lay assault complaint after being kicked at PAP ‘ANC's Majodina cried &amp; apologised’: ANC's Majodina accepts Djibril War's apology for kicking herMPs from the north and south regions, including South Africa, were demanding that the Pan African Parliament use the rotation principle to elect AU chairpersons.", <triplet> Malema <subj> Pan-African Parly member <obj> Threaten
40,"READ• 'Malema will kill you' – Malema threatens Pan-African Parly member during a sitting• 'Please call the police' – Violence erupts at Pan-African Parliament• ANC's Majodina to lay assault complaint after being kicked at PAP ‘ANC's Majodina cried &amp; apologised’: ANC's Majodina accepts Djibril War's apology for kicking herShouting, kicking, threats and commotion at PAP.", <triplet> Malema <subj> Pan-African Parly member <obj> Threaten
41,READ:• 'Julius MalemaAfrican will kill you' – Julius MalemaAfrican threatens Pan-African Parly member during a sitting• 'Please call the police' – Violence erupts at Pan-African Parliament• ANC's Majodina to lay assault complaint after being kicked at PAP• ‘ANC's Majodina cried &amp; apologised’: ANC's Majodina accepts Djibril War's apology for kicking herTensions were once again high on Tuesday at the Pan-African Parliament sitting in Midrand over the so-called rotational voting system., <triplet> Julius MalemaAfrican <subj> Pan-African Parly member <obj> Threaten
42,Solidarity has accused Sisulu of lying to the public and not being transparent when SA Government contracted Cuban engineers., <triplet> Solidarity <subj> Sisulu <obj> Disapprove
43,READ MORE: Sisulu: SA must embrace Cuban engineers helping with water infrastructure crisisThe union said there were enough engineers in SA and that the department failed to look after the department's own workers., <triplet> SA <subj> Cuban engineers <obj> Engage In Diplomatic Cooperation
44,Alberta offers to take ICU patients from Manitoba., <triplet> Alberta <subj> Manitoba <obj> Coerce
45,"After A passenger jet belonging to Ryanair, an Irish low-cost airline, performing a flight from Athens to Vilnius on May 23 landed in MINSK, the Belarusian law enforcement agencies detained Roman Protasevich, wanted in Belarus as a co-founder of the Nexta Telegram channel deemed extremist, and Russian citizen Sofia Sapega, who was flying with Roman Protasevich, wanted in Belarus as a co-founder of the Nexta Telegram channel deemed extremist.", <triplet> the Belarusian law enforcement agencies <subj> Roman Protasevich <obj> Coerce
46,"After the incident with the Ryanair aircraft, the EU summit decided to ban Belarusian airlines from flying to EU airports and from flying over the territory of the European Union.", <triplet> the EU summit <subj> Belarusian airlines <obj> Coerce
47,"China's recently denounced US efforts to further investigate whether Covid-19 came from a Chinese lab, accusing the Americans of ""political manipulation and blame shifting"".", <triplet> China <subj> US efforts <obj> Disapprove
48,"Following the Ryanair plane incident that occurred on May 23, 2021, the EU summit prohibited Belarusian airlines from flying to EU airports and through EU airspace and also advised European air carriers to steer clear of Belarusian airspace.", <triplet> the EU summit <subj> the Ryanair plane incident <obj> Coerce
49,"""the Azerbaijani military agency has spread more disinformation claiming that 40 Armenian servicemen crossed the Azerbaijani border late on June 1, after which Azerbaijani armed units ‘forced 40 Armenian servicemen to retreat to 40 Armenian servicemen's initial positions’. """, <triplet> Azerbaijani armed units <subj> 40 Armenian servicemen <obj> Disapprove <subj> 40 Armenian servicemen <obj> Coerce
50,the Azerbaijani Foreign Ministry accused Armenia of staging provocations on Azerbaijan’s border with Armenia., <triplet> the Azerbaijani Foreign Ministry <subj> Armenia <obj> Disapprove
51,"On May 27, Azerbaijan’s said Azerbaijan’s had taken six Armenian soldiers prisoners who were trying to cross Azerbaijan’s border with Armenia to commit an act of sabotage.", <triplet> Azerbaijan <subj> six Armenian soldiers <obj> Coerce
52,"On May 27, Azerbaijan’s announced that Azerbaijan’s had captured six Armenian servicemen during an attempt to cross the Armenian-Azerbaijani border.", <triplet> Azerbaijan <subj> six Armenian servicemen <obj> Coerce
53,SAPSBheki CeleKZN political KZN Political Murders Email PrintTweetShareNkosikhona Duma | 02 June 2021 17:43DURBAN - Cele Cele said 16 SAPS officers linked to KZN politically related crimes had been arrested for 16 SAPS officers linked to KZN politically related crimes's links to politically related crimes in the province since 2018., <triplet> 16 SAPS officers <subj> 16 SAPS officers <obj> Coerce
54,7 billion as soon as Parliament’s approves The Special Appropriations Bill before Parliament., <triplet> Parliament <subj> The Special Appropriations Bill <obj> Yield <subj> Parliament <obj> Yield
55,"Western countries have accused China's of lacking transparency, both in China's's initial response and in China's's cooperation with investigations into the origins of the virus.", <triplet> Western countries <subj> China <obj> Disapprove
56,"In Benjamin Netanyahu's's first comments since an agreement to form a new government that would end Benjamin Netanyahu's 12-year tenure as prime minister was reached, Benjamin Netanyahu's urged Knesset (parliament) members ""elected by votes from the right"" to oppose the coalition, which still needs to be approved by a parliamentary vote before being sworn in.", <triplet> Benjamin Netanyahu <subj> Benjamin Netanyahu's's first comments <obj> Appeal
57,"Picture: Sethembiso Zulu/EWNDemocratic Alliance EWNDemocratic Alliance DAEconomic Freedom Fighters EFFSouth African Human Rights Commission SAHRCPhoenixKZN riotsPhoenix murders Email PrintTweetShareEyewitness News | 05 August 2021 07:58JOHANNESBURG - EFF is planning to march to Phoenix to Phoenix, on Thursday and The Democratic Alliance (DA) is worried that march to Phoenix could inflame racial tensions in the area.", <triplet> EFF <subj> Phoenix <obj> Protest
58,"""American Jack Sock broke Third-ranked Nadal to open the final set and fought off a break point in the second game, Third-ranked Nadal sending a forehand just wide.", <triplet> American Jack Sock <subj> Third-ranked Nadal <obj> Threaten
59,| Alberta's top doctor year agoDuration 11:47Alberta Chief Medical Officer of Health Dr. Deena Hinshaw joins Power &amp; Politics to discuss 11:47Alberta's plan to roll back COVID-19 restrictions., <triplet> Politics <subj> 11:47Alberta's plan <obj> Express Intend to Cooperate
60,"At the same time, DA leader John Steenhuisen has taken issue with The march, calling The march racist but EFF has lambasted DA leader John Steenhuisen.", <triplet> EFF <subj> DA leader John Steenhuisen <obj> Disapprove
61,"Yuma's daughter Mila said ""now Yuma's daughter Mila's family and Yuma's daughter Mila really need to get settled in Barcelona, these are not easy times for A Russian lesbian family who featured in a controversial health food ad and A Russian lesbian family who featured in a controversial health food ad need friends"".", <triplet> Yuma's daughter <subj> Barcelona <obj> Yield
62,"A Turkish social media influencer says A Turkish social media influencer was arrested twice in the months following A Turkish social media influencer's return, once during a summer holiday.", <triplet> A Turkish social media influencer's return <subj> A Turkish social media influencer <obj> Coerce
63,WATCH: ‘We can’t tolerate this nonsense of racism’: EFF marches in Phoenix A STANDEFF supporters have handed over a memorandum to the Phoenix police station demanding that the government make sure that those responsible for killings in Phoenix are prosecuted., <triplet> EFF <subj> Phoenix <obj> Protest
64,ANC national working committee members urged Ramaphosa to deal with security cluster ministers., <triplet> ANC national working committee members <subj> Ramaphosa <obj> Appeal
65,"JHB mom accuses Helen Joseph Hospital of covering up child’s death Last week, Sichelesile Dube arrived at the waiting room seriously ill but was not allocated a bed due to a shortage and was placed in a wheelchair and on a drip.", <triplet> JHB mom <subj> Helen Joseph Hospital <obj> Disapprove
66,Picture: ScreengrabHelen Joseph Sichelesile Dube Email PrintTweetShareMia Lindeque | 05 August 2021 17:28JOHANNESBURG - A Joburg woman whose child’s died at Helen Joseph Hospital while waiting for a non-COVID bed has accused Helen Joseph Hospital of covering up information about how Sichelesile Dube's child died., <triplet> A Joburg woman <subj> Helen Joseph Hospital <obj> Disapprove
67,"READ:- Helen Joseph Hospital adds more woe to Sichelesile Dube's bid to bury daughter- the health department denies Sichelesile Dube's claim Sichelesile Dube found child’s dead in the waiting room Sichelesile Dube said Sichelesile Dube's angered, frustrated and heartbroken that Helen Joseph Hospital has disputed Sichelesile Dube's account of how Sichelesile Dube discovered Sichelesile Dube's daughter body still in the same spot where Sichelesile Dube left child’s the previous day. ”", <triplet> Helen Joseph Hospital <subj> Sichelesile Dube's account <obj> Disapprove
68,"the Democratic Alliance in council accused ANC of delaying the process of electing late Mayor Geoff Makhubo, who died of COVID-19 last month's replacement because of ANC's own factional battles.", <triplet> the Democratic Alliance <subj> ANC <obj> Disapprove
69,FILE: Ramaphosa's giving Ramaphosa's's 27 June 2021 update on coronavirus., <triplet> Ramaphosa <subj> Ramaphosa's's 27 June 2021 update <obj> Engage In Material Cooperation
70,ANC national working committee members urged Ramaphosa's to deal with security cluster ministers., <triplet> ANC national working committee members <subj> Ramaphosa <obj> Appeal
71,""" A few weeks ago, analysts say, it was unthinkable that a former Marxist on the far left's new alliance would seriously threaten France's's majority.", <triplet> a former Marxist <subj> France's's majority <obj> Threaten
72,"Minutes earlier, Democratic committee chief Bennie Thompson accused Trump of being ""at the center of a deep-rooted and ongoing plot, orchestrated by the former president, to overturn the result of the 2020 election won by Joe Biden. """, <triplet> Democratic committee chief Bennie Thompson <subj> Trump <obj> Disapprove
73,"Magashule's lawyer, Advocate Laurence Hodes, has previously accused the State of procedural errors in handling the case, alleging a violation of Magashule's human rights.", <triplet> Magashule's lawyer <subj> the State <obj> Disapprove
74,Mkhwebane's impeachment process Email PrintTweetShareBernadette Wicks | 10 June 2022 10:10JOHANNESBURG - Western Cape High Court has dismissed Mkhwebane's's bid to halt the parliamentary process to impeach Mkhwebane's and bar President Cyril Ramaphosa from suspending Mkhwebane's., <triplet> Western Cape High Court <subj> Mkhwebane's's bid <obj> Disapprove
75,"""Trump's daughter, Ivanka Trump, who spoke to the committee in April respect former attorney general Bill Barr so Trump's daughter, Ivanka Trump, who spoke to the committee in April accepted what former attorney general Bill Barr said,"" Trump's daughter, Ivanka Trump, who spoke to the committee in April told the committee.", <triplet> Trump's daughter <subj> former attorney general Bill Barr <obj> Engage In Diplomatic Cooperation
76,"During a brief appearance in the Bloemfontein High Court on Friday, Corruption-accused Ace Magashule accused National Prosecuting Authority of allowing National Prosecuting Authority to be used by politicians, but National Prosecuting Authority denied this.", <triplet> Corruption-accused Ace Magashule <subj> National Prosecuting Authority <obj> Disapprove
77,Mkhwebane a personal costs order to pay costs of failed bid to halt impeachment proceedings The Western Cape High Court dismissed Mkhwebane's application on Friday morning., <triplet> The Western Cape High Court <subj> Mkhwebane's application <obj> Disapprove
78,The Western Cape High Court dismissed Mkhwebane's application on Friday morning., <triplet> The Western Cape High Court <subj> Mkhwebane's application <obj> Disapprove
79,The second instalment of Dashiki Dialogues with Percy Mabandu will host Jazz artist Malcolm Jiyane in our iconic Malombo Theatre on 10 June., <triplet> Jazz artist Malcolm Jiyane <subj> our iconic Malombo Theatre <obj> Express Intend to Cooperate
80,Gupta brothers were arrested in Dubai on Monday., <triplet> Dubai <subj> Gupta brothers <obj> Coerce
81,NPA just appealing that let NPA be allowed to do NPA's job and ensure that the Gupta family's do come here in South Africans in a smooth and fair manner which is how NPA are handling this matter., <triplet> NPA <subj> NPA <obj> Appeal
82,"WATCH | A look inside one of the state's three abortion clinics:the only abortion clinic serving northern Louisiana months agoDuration 5:32The last abortion clinic in northern Louisiana is managing a surge in demand after Texas tightened abortion restrictions, while waiting to hear if the Supreme Court will overturn the landmark Roe v. Wade ruling, which has upheld federal abortion rights for nearly 50 years.", <triplet> the Supreme Court <subj> the landmark Roe v. Wade ruling <obj> Coerce
83,"Despite the cocksure tone, US President Joe Biden more than hinted at US concern over Jair Bolsonaro's policies.", <triplet> US President Joe Biden <subj> US concern <obj> Appeal
84,"But some Tunisians have welcomed Tunisia president's's moves over the past year, amid deep frustration with a dysfunctional mixed presidential-parliamentary system established in the wake of the 2011 ouster of dictator Zine El Abidine Ben Ali.", <triplet> some Tunisians <subj> Tunisia president's's moves <obj> Engage In Diplomatic Cooperation
85,Britons Aiden Aslin and Pinner surrendered in April in Mariupol., <triplet> Britons Aiden Aslin <subj> Mariupol <obj> Yield
86,Saadun Brahim surrendered in March in the eastern Ukrainian town of Volnovakha., <triplet> Saadun Brahim <subj> the eastern Ukrainian town <obj> Yield
87,Public Protector Mkhwebane will challenge Ramaphosa's decision to suspend Public Protector Mkhwebane In a statement Public Protector Mkhwebane has questioned the wisdom and legality of Ramaphosa's's decision and has claimed Ramaphosa's's verdict to remove Public Protector Mkhwebane from office is in contempt of court., <triplet> Public Protector Mkhwebane <subj> Ramaphosa's decision <obj> Disapprove <subj> Ramaphosa's decision <obj> Demand
88,Ramaphosa's Email PrintTweetShareVeronica Mokhoali | 10 June 2022 18:36JOHANNESBURG - Public Protector Mkhwebane says Public Protector Mkhwebane will challenge Ramaphosa's's decision to suspend Public Protector Mkhwebane., <triplet> Public Protector Mkhwebane <subj> Ramaphosa's's decision <obj> Disapprove <subj> Ramaphosa's's decision <obj> Demand
89,"At the time, ""not one European country"" recognised Russia's's claim to the land where Peter the Great created St Petersburg as Russia's's bold new capital, Vladimir Putin's said.", <triplet> not one European country <subj> Russia's's claim <obj> Engage In Diplomatic Cooperation
90,"U. S. President Donald Trump urges China to investigate the family of his potential Democratic rival, Joe Biden as ex-U.", <triplet> U. S. President Donald Trump <subj> China <obj> Appeal
91,"U. S. Democratic presidential candidate Bernie Sanders had a heart attack earlier this week, U. S. Democratic presidential candidate Bernie Sanders's campaign confirmed Friday as the Vermont senator was released from a Nevada hospital.", <triplet> a Nevada hospital <subj> the Vermont senator <obj> Yield
92,US Democratic lawmakers have demanded documents from the White House as part of US Democratic lawmakers's impeachment inquiry into President Donald Trump., <triplet> US Democratic lawmakers <subj> the White House <obj> Demand
93,"In the three House committees leading the investigation' letter to the White House, the Democrats accused President Donald Trump of ""stonewalling"" multiple requests for documents.", <triplet> the Democrats <subj> President Donald Trump <obj> Disapprove
94,"View original tweet on Twitter With the Democratic presidential contest in full swing, Democratic presidential candidate Bernie Sanders has vowed to take part in the next live televised Democratic National Committee debate, on 15 October.", <triplet> Democratic presidential candidate Bernie Sanders <subj> the next live televised Democratic National Committee debate <obj> Coerce
95,"""Russia call on THE UNITED NATIONS member countries to support a resolution on all aspects of combating cyber crime and join a resolution on all aspects of combating cyber crime as co-authors.", <triplet> Russia <subj> THE UNITED NATIONS member countries <obj> Appeal
96,"But Facebook's digital currency Libra has been criticised by regulators, and both France and Germany have pledged to block Facebook's digital currency Libra from Europe.", <triplet> both France <subj> Facebook's digital currency <obj> Threaten
97,"TEACHERS ARE AN IMPORTANT PART OF SA's ECONOMIC ASPIRATIONSIn September President Cyril Ramaphosa took most SA's educators to task, saying that most the country’s educators's contribution had a direct link to economic growth.", <triplet> President Cyril Ramaphosa <subj> most SA's educators <obj> Coerce
98,A Thai judge acquitted five Muslim men of murder on Friday before calling for a fairer judiciary., <triplet> A Thai judge <subj> five Muslim men <obj> Yield
99,"Judging by the kind of looks Sylvester Stallone kept shooting Richard Gere and Sylvester Stallone's, Princess Diana and Richard Gere's newly blossoming friendship was not going down well with Sylvester Stallone at all.", <triplet> Sylvester Stallone <subj> Richard Gere <obj> Fight
100,"Then Sylvester Stallone added: 'If Sylvester Stallone'd wanted Princess Diana, Sylvester Stallone would've taken her!'", <triplet> Sylvester Stallone'd <subj> Princess Diana <obj> Demand
101,"Prime Minister Adel Abdel Mahdi's said Prime Minister Adel Abdel Mahdi's had given Prime Minister Adel Abdel Mahdi's's full backing to security forces, insisting security forces were abiding by ""international standards"" in dealing with protesters.", <triplet> Prime Minister Adel Abdel Mahdi <subj> Prime Minister Adel Abdel Mahdi's's full backing <obj> Engage In Material Cooperation
102,"Ramaphosa appeals to SA to rely more on public transport to reduce road deaths Ramaphosa said to assist, government is building more bus rapid transit systems in major cities in order to meet the demand as millions of commuters grow.", <triplet> Ramaphosa <subj> SA <obj> Appeal
103,Picture: @PresidencyZA/TwitterCyril Ramaphosa AccidentsRoad deathsAarto BillTransport monthArrive Alive Email PrintTweetShareBonga Dlulane | 05 October 2019 15:33JOHANNESBURG - Ramaphosa has on Saturday appealed to South Africans to rely more on public transport in order to reduce road carnage and traffic on the country's roads., <triplet> Ramaphosa <subj> South Africans <obj> Appeal
104,"With their ally Omar al-Bashir gone, it remains to be seen whether Sudan will continue to fight in Yemen -- and whether Doha will support Yemen.", <triplet> Sudan <subj> Yemen <obj> Fight
105,Michelle Obama book tour has so far taken Michelle Obama across North America and Scandinavia., <triplet> Michelle Obama book tour <subj> Michelle Obama <obj> Coerce
106,Picture: Christa Eybers/EWNAfrican National Congress ANCElections 20192019 general electionsANC parliamentary Limpopo ANC PEC member Email PrintTweetShareTheto Mahlakoana | 15 April 2019 08:55JOHANNESBURG - A member of ANC's provincial executive committee (PEC) in Limpopo wants the High Court in Pretoria to declare ANC's decision not to include Limpopo ANC PEC member's name on ANC's list of candidates for Parliament invalid and unconstitutional., <triplet> ANC's decision <subj> Limpopo ANC PEC member's name <obj> Demand
107,ANC secretary-general Ace Magashule: It’s time ANC takes the WC back from DA ANC secretary-general Ace Magashule visited the areas of Philippi and Grabouw to galvanise support for ANC in the only province ANC doesn’t govern., <triplet> ANC <subj> the WC <obj> Coerce
108,ANC secretary-general Ace Magashule took ANC's message to communities and churches as ANC secretary-general Ace Magashule tried to spread ANC's word to potential voters and supporters., <triplet> ANC secretary-general Ace Magashule <subj> ANC's message <obj> Coerce
109,"Loughlin and her fashion designer husband Mossimo Giannulli waived Loughlin and Giannulli's right to appear in Boston federal court for Loughlin and Giannulli's arraignment, Loughlin and Giannulli's lawyers said in court documents.", <triplet> Loughlin <subj> Loughlin and Giannulli's right <obj> Yield
110,"co. zaVolkswagenMartin Winterkorn Email PrintTweetShareReuters | 15 April 2019 20:06FRANKFURT/BERLIN - German prosecutors charged former Volkswagen boss Martin Winterkorn with fraud on Monday over Former Volkswagen CEO Winterkorn's role in Volkswagen's manipulation of diesel emissions testing, more than three years after the scandal came to light.", <triplet> German prosecutors <subj> Former Volkswagen CEO Winterkorn's role <obj> Disapprove
111,"A resurgent Joe Biden bested His rival, Bernie Sanders, in Oklahoma, though His rival, Bernie Sanders, won Oklahoma against Hillary Clinton four years ago.", <triplet> A resurgent Joe Biden <subj> Oklahoma <obj> Fight
112,"Dr Tedros Adhanom Ghebreyesus, head of the World Health Organization (WHO) has been careful to say that Dr Tedros Adhanom Ghebreyesus, head of the World Health Organization (WHO) ""regrets"" the US funding cut, and Dr Tedros Adhanom Ghebreyesus, head of the World Health Organization (WHO)'s only mention of President Donald Trump was to say Dr Tedros Adhanom Ghebreyesus, head of the World Health Organization (WHO) thought President Donald Trump was handling the Covid-19 pandemic well.", <triplet> Dr Tedros Adhanom Ghebreyesus <subj> the US funding cut <obj> Disapprove
113,"The President Donald Trump administration is backing Louisiana authorities in US Supreme Court case At issue, along with more than 200 Republican members of Congress.", <triplet> The President Donald Trump administration <subj> Louisiana authorities <obj> Engage In Diplomatic Cooperation <subj> US Supreme Court case <obj> Engage In Diplomatic Cooperation
