,text,label
40,"In rural Bibb County southwest of Birmingham, Ala. , seven poll workers were getting ready to open the doors to Super Tuesday voters at the Lawley Senior Activity Center when cellphone alerts began going off with a tornado warning about 6:45 a. m. ET, said volunteer Gwen Thompson.",<triplet> volunteer Gwen Thompson <subj> rural Bibb County <obj> Make Public Statement
41,"Last week, a Syrian airstrike killed at least 33 Turkish soldiers in a Syrian airstrike.",<triplet> a Syrian airstrike <subj> at least 33 Turkish soldiers <obj> Fight
42,"""Greece PM rips Turkey as thousands of migrants seek entry into EuropeAs Turkey opens path to EuropeAs, one refugee describes war-like scene at border with Greece</Text></Article><Article url=""https://tass.com/world/1126157"" paper=""tass""><Text>MOSCOW, March 3.",<triplet> Greece PM <subj> Turkey <obj> Assault
43,Picture: AFPUnited NationsIndiaIndia protestsUN High Commission for Human RightsIndia citizenship law Email PrintTweetShareAFP | 03 March 2020 15:45NEW DELHI - India defended India's contentious citizenship law as an internal issue Tuesday as the UN rights chief sought to join efforts challenging citizenship law in India's highest court.,<triplet> India <subj> India's contentious citizenship law <obj> Assault
44,"The UN High Commissioner for Human Rights Michelle Bachelet informed India on Monday of India's application to be a third party in one petition brought by a former civil servant, foreign ministry spokesman Raveesh Kumar said.",<triplet> foreign ministry spokesman Raveesh Kumar <subj> Michelle Bachelet <obj> Make Public Statement
45,De Ruyter has told Eyewitness News that De Ruyter can’t say if a proposal to use workers’ pensions to bail out the power utility was good or bad.,<triplet> De Ruyter <subj> Eyewitness News <obj> Make Public Statement
46,De Ruyter said space must be given to the Public Investment Corporation (PIC): “the Public Investment Corporation (PIC) obviously have obligations the Public Investment Corporation (PIC) need to comply with.,<triplet> De Ruyter <subj> the Public Investment Corporation <obj> Make Public Statement
47,Mabuza: Eskom's generation problems constraining SA's development Mabuza's comments about Eskom's failing the economy come shortly after SA's released figures effectively placing Eskom's in a technical recession.,<triplet> Eskom's generation problems <subj> SA's development <obj> Coerce
48,Picture: @DDMabuza/TwitterEskomSA EconomySA economic growthDeputy President David MabuzaNational Council of Provinces NCOP Email PrintTweetShareBabalo Ndenze | 03 March 2020 16:56CAPE TOWN - Mabuza said that Eskom's's generation problems were constraining Eskom's's development.,<triplet> Eskom's's generation problems <subj> Eskom's's development <obj> Coerce
49,"On March 1, the Syrian Defense Ministry informed that Turkish F-16 fighters had taken down two Syrian Armed Forces planes over the the province of Idlib de-escalation zone; the pilots were able to catapult the pilots.",<triplet> Turkish F-16 fighters <subj> two Syrian Armed Forces planes <obj> Coerce
50,"The date for a possible meeting of the leaders of France, Germany, Russia and Turkey has not been defined yet, the Elysee Palace representative told TASS Tuesday.",<triplet> the Elysee Palace representative <subj> TASS <obj> Make Public Statement
51,"Workers not responsible for cleaning up govt's Eskom mess - Solidarity Solidarity has told Eyewitness News that Solidarity is waiting on the scheme, which was earmarked at investing R250 billion into Eskom to be adopted before heading to court to challenge the Eskom social compact plan.",<triplet> Solidarity Solidarity <subj> Eyewitness News <obj> Make Public Statement
52,the US accuses Venezuela's former intelligence chief General Hugo Carvajal of drug-trafficking offences.,<triplet> the US <subj> Venezuela's former intelligence chief <obj> Disapprove
53,Venezuela's former intelligence chief General Hugo Carvajal then disappeared in November 2019 after a Spanish court ruled Venezuela's former intelligence chief General Hugo Carvajal should be extradited to the US.,<triplet> a Spanish court <subj> the US <obj> Engage In Material Cooperation
54,Venezuelan ex-spy chief arrested in SpainVenezuela reveals 'months of secret talks' with the US Mr Carvajal - who denies wrongdoing - had been under US sanctions since 2008 due to allegations Venezuela's former intelligence chief General Hugo Carvajal helped Colombia's Farc rebel group and protected US-bound drug shipments.,<triplet> Venezuelan ex-spy chief <subj> US sanctions <obj> Engage In Diplomatic Cooperation <triplet> Venezuela's former intelligence chief <subj> Colombia's Farc rebel group <obj> Engage In Material Cooperation
55,"The US Justice Department said in April 2019 that, if convicted, Venezuela's former intelligence chief General Hugo Carvajal could face between 10 years and life in prison.",<triplet> The US Justice Department <subj> General Hugo Carvajal <obj> Make Public Statement
56,"Tornado damage has been reported throughout West and Middle Tennessee including downtown Nashville,"" Tennessee Emergency Management Agency (TEMA) added.",<triplet> Tennessee Emergency Management Agency <subj> downtown Nashville <obj> Engage In Material Cooperation
57,"'THE HOUSE JUST EXPLODEDIn the rubble-strewn state capital Nashville, where a tornado touched down shortly after midnight's East Nashville neighborhood, resident David Haskell said that resident David Haskell and resident David Haskell's wife bolted into he and his wife's storm shelter after an alarm on he and his wife's phone went off.",<triplet> resident David Haskell <subj> resident David Haskell's wife <obj> Make Public Statement
58,"""Ten seconds later THE HOUSE just exploded,"" resident David Haskell told the local Tennessean newspaper, standing in front of resident David Haskell's home, with THE HOUSE's crumbled walls and destroyed roof.",<triplet> resident David Haskell <subj> the local Tennessean newspaper <obj> Make Public Statement
59,"Actress Reese Witherspoon, who grew up in the rubble-strewn state capital Nashville, where a tornado touched down shortly after midnight, meanwhile stated: ""Actress Reese Witherspoon, who grew up in Nashville'm just heartbroken and saying special prayers for the families who lost loved ones. """,<triplet> Actress Reese Witherspoon <subj> Actress Reese Witherspoon <obj> Make Public Statement
60,'Disgusted' King Zwelithini said 'Disgusted' King Zwelithini would soon approach President Cyril Ramaphosa to ask President Cyril Ramaphosa to scrap comprehensive sex ed in schools and replace comprehensive sex ed in schools with what 'Disgusted' King Zwelithini called a family comprehensive education.,<triplet> King Zwelithini <subj> President Cyril Ramaphosa <obj> Make Public Statement <subj> President Cyril Ramaphosa <obj> Consult
61,"""The call came as officials in Afghanistan said five Afghan police officers died in a the Taliban attack on a security checkpoint near a copper mine on Tuesday, a day after the Taliban decided to resume operations against local forces.",<triplet> five Afghan police officers <subj> a the Taliban attack <obj> Fight
62,"the Taliban rule out taking part in talks with Afghan government until prisoners freedAfghan peace deal hits snag over prisoner releasesHasib Stanekzai, head of Logar provincial council, told Reuters five Afghan police officers were soft targets during a Taliban attack on a security checkpoint near a copper mine as five Afghan police officers had no heavy weapons.",<triplet> releasesHasib Stanekzai <subj> a Taliban attack <obj> Make Public Statement
63,"""</Text></Article><Article url=""https://www.cbc.ca/news/world/u-k-sets-out-battle-plan-to-try-to-contain-spread-of-coronavirus-1.5483519"" paper=""cbc""><Text>Britain unveiled Britain's ""battle plan"" to tackle the spread of coronavirus on Tuesday, warning that as many as a fifth of employees could be off work at the peak of the outbreak.","<triplet> Britain <subj> Britain's ""battle plan <obj> Engage In Diplomatic Cooperation"
64,"In Herat in the west, one Afghan National Army soldier was killed in a the Taliban attack, the Defence Ministry told the BBC.",<triplet> Herat <subj> one Afghan National Army soldier <obj> Fight
65,View original tweet on Twitter the Taliban say the Taliban will meet Afghan officials but only to discuss a prisoner swap.,<triplet> the Taliban <subj> Afghan officials <obj> Consult
66,"An estimated 10,000 captured Taliban are being held in Afghanistan.","<triplet> Afghanistan <subj> An estimated 10,000 captured Taliban <obj> Coerce"
67,"President Trump, who had promised to end the Afghan conflict said 5,000 US troops would leave Afghanistan by May.","<triplet> 5,000 US troops <subj> Afghanistan <obj> Consult"
68,"Egypt issued Egypt's own statement saying Egypt had initialled an agreement, calling an agreement ""fair and balanced"" and in ""the common interest of Ethiopia, Egypt and Sudan - another downstream country"".",<triplet> Egypt <subj> Egypt's own statement <obj> Engage In Material Cooperation
69,"In The US Treasury Department's statement Friday, The US Treasury Department said ""final testing and filling should not take place without an agreement"" - a position endorsed by Sudan - another downstream country.",<triplet> The US Treasury Department <subj> The US Treasury Department's statement <obj> Make Public Statement
70,"Seleshi Bekele, Ethiopia's water minister, told AFP after the press conference that its statement Friday ""must be corrected"".",<triplet> Seleshi Bekele <subj> AFP <obj> Make Public Statement
71,"Seleshi Bekele, Ethiopia's water minister, added that Ethiopia could start filling The Grand Ethiopian Renaissance Dam, set to become the largest hydropower plant in Africa when the next rainy season begins in June.",<triplet> Ethiopia <subj> The Grand Ethiopian Renaissance Dam <obj> Yield
72,"It will not be a full de-escalation,"" Ukrainian Foreign Minister Dmitry Kuleba told 1+1 TV channel on Thursday when asked if ""the degree of tensions will decrease"" on the country’s east border particularly in the context of ""the concentration of Russian troops on Ukraine eastern border.",<triplet> Ukrainian Foreign Minister Dmitry Kuleba <subj> 1+1 TV channel <obj> Make Public Statement
73,"India's Covid outbreak hit Gujarat, India, where his extended family lives hard, Samir - whose name has been changed for his extended family's privacy - says.",<triplet> Samir <subj> India <obj> Make Public Statement
74,"""Pooja, a 29-year-old Indian national working in Jersey City, New Jersey did not want to take any risks,"" Pooja, a 29-year-old Indian national working in Jersey City, New Jersey says.",<triplet> Pooja <subj> a 29-year-old Indian national <obj> Make Public Statement
75,"Pooja, a 29-year-old Indian national working in Jersey City, New Jersey says Pooja, a 29-year-old Indian national working in Jersey City, New Jersey was lucky to be able to hop on a flight as soon as Pooja, a 29-year-old Indian national working in Jersey City, New Jersey received a negative test result.",<triplet> Pooja <subj> a 29-year-old Indian national <obj> Make Public Statement
76,"In Canada, Indian immigrants face the same difficult choices.",<triplet> Indian immigrants <subj> Canada <obj> Consult
77,"Credit:APIn an interview this week Fauci, the head of the US's National Institute of Allergy and Infectious Diseases, said Dr Anthony Fauci, US President Joe Biden’s chief medical adviser was “agnostic” about the idea of waiving rights as it may not be “the fastest and most efficient way” of getting shots in arms.",<triplet> Fauci <subj> US President Joe Biden’s chief medical adviser <obj> Make Public Statement
78,"How calls for climate justice are shaking the world's's glaciers melting at a faster paceChina and US pledge climate change commitment US President Joe Biden's climate envoy, John Kerry travelled to China last month to meet counterparts and discuss how to work together to combat climate change, despite diplomatic tensions between the US and China on a range of other issues.",<triplet> US President Joe Biden's climate envoy <subj> China <obj> Consult
79,"US Defence Secretary Lloyd Austin also indirectly criticised China's, saying there was a need to ""make sure that China's take those kinds of things into consideration as China's plan and conduct operations"".",<triplet> US Defence Secretary Lloyd Austin <subj> China <obj> Disapprove
80,The Global Times quoted aerospace expert Song Zhongping who added that China's's space monitoring network would keep a close watch and take necessary measures should damage occur.,<triplet> The Global Times <subj> aerospace expert Song Zhongping <obj> Make Public Statement
81,"""Drag will slow a Chinese rocket causing loss of altitude, bringing a Chinese rocket down into denser atmosphere, which in turn causes more drag and further loss of velocity and altitude,"" Jason Herrin of the Earth Observatory Singapore, told the BBC.",<triplet> Jason Herrin <subj> a Chinese rocket <obj> Make Public Statement
82,"""Small US and European upper stages also re-enter uncontrolled (and burn up entirely) but the big US or European rockets are specially designed not to leave big stages in orbit; big stages are always safely disposed of on the first orbit of the flight,"" Astronomer Jonathan McDowell, of the Harvard-Smithsonian Center for Astrophysics told the BBC.",<triplet> Astronomer Jonathan McDowell <subj> the BBC <obj> Make Public Statement
83,"Reporting by the BBC's Andreas Illmer</Text></Article><Article url=""https://ewn.co.za/2021/05/07/eastern-cape-anc-blasts-magashule-backs-ramaphosa-in-suspension-drama"" paper=""ewn""><Text>Eastern Cape ANC blasts Magashule, backs Ramaphosa in suspension drama Magashule has been suspended by ANC for failing to step aside after Magashule was given 30 days as per ANC's resolution.",<triplet> Eastern Cape ANC <subj> Magashule <obj> Fight
84,"ANC ANCAce MagashuleANC President Cyril Ramaphosa Eastern Cape Chairperson Oscar MabuyaneANC step aside rulesANC step aside resolution Email PrintTweetShareNkosikhona Duma | 07 May 2021 06:28DURBAN - The African National Congress (ANC) in Eastern Cape has lambasted Magashule after Magashule's attempt to suspend ANC president, Cyril Ramaphosa.",<triplet> The African National Congress <subj> Magashule <obj> Disapprove <subj> Magashule's attempt <obj> Disapprove
85,"Meanwhile, in KwaZulu-Natal, ANC's provincial spokesperson Nhlakanipho Ntombela told Eyewitness News that the national executive committee meeting this weekend was expected to issue letters of suspension to criminally charged members who had refused to voluntarily step aside.",<triplet> ANC's provincial spokesperson <subj> Eyewitness News <obj> Make Public Statement
86,"""Pakistan's's a very weak government,"" Saeedullah Shah, a doctor with the Pakistan Islamic Medical Association COVID-19 task force told AFP.",<triplet> Saeedullah Shah <subj> AFP <obj> Make Public Statement
87,"Repenting to Allah is our faith; they don't repent, that's the reason,"" Maulana Muhammad Iqbal Rizvi - who oversees the historic Markazi Jamia mosque in the garrison city of Rawalpindi - told AFP.",<triplet> Maulana Muhammad Iqbal Rizvi <subj> AFP <obj> Make Public Statement
88,"'READY TO SACRIFICE'That sentiment permeates all levels of society, with Prime Minister Imran Khan saying Thursday: ""In neighbouring India, people are dying on streets. . . Allah has been kind to us compared to the rest of the world. """,<triplet> Prime Minister Imran Khan <subj> neighbouring India <obj> Make Public Statement
89,DA leader John Steenhuisen accused Ramaphosa of focusing more on factional battles in the African National Congress (ANC)’s than saving lives.,<triplet> DA leader John Steenhuisen <subj> Ramaphosa <obj> Disapprove
90,Ramaphosa said that South Africa was paying US$10 a dose for the Johnson &amp; Johnson and Pfizer vaccines Ramaphosa was contracted for.,<triplet> Ramaphosa <subj> the Johnson &amp; Johnson and Pfizer vaccines <obj> Make Public Statement
91,"com/GeCZ1oTBIM Yusuf Abramjee (@Abramjee) May 6, Msimanga could not be reached for Msimanga's side of the story, however, Gauteng DA's Gauteng chairperson, Fred Nel, said that Msimanga was glad that the personal matter could be settled.",<triplet> Gauteng DA's Gauteng chairperson <subj> Msimanga's side <obj> Make Public Statement
92,"""Snuki Zikalala was very shocked when Snuki Zikalala heard Magashule's voice, and Magashule was saying that Magashule is suspending the president of ANC, but Magashule knows that Magashule can’t do that, it’s unacceptable.",<triplet> Snuki Zikalala <subj> Magashule's voice <obj> Consult
93,"""Danielle de Witt from the Commercial, Stevedoring, Agricultural and Allied Workers Union (CSAAWU) said that there was no assistance in Robertson at all but when officials were in Robertson, the services were poor and delayed. """,<triplet> Danielle de Witt <subj> Robertson <obj> Make Public Statement
94,"""We have to listen to all sectors of Colombia but Colombia also has to listen to Colombia,"" Presidential advisor Miguel Ceballos told Blu Radio.",<triplet> Colombia <subj> Blu Radio <obj> Make Public Statement
95,"""protest leaders are meeting with the same people protest leaders've always met with,"" Sandra Borda, a political scientist at the Universidad de los Andes told AFP.",<triplet> Sandra Borda <subj> AFP <obj> Make Public Statement
96,Picture: AFPPalestineIsrael Palestine conflictJerusalem Jerusalem's Old City Email PrintTweetShareAFP | 07 May 2021 12:24JERUSALEM – Fifteen Palestinians were arrested in east Jerusalem overnight in clashes with police over an eviction threat against several Palestinian families.,<triplet> east Jerusalem <subj> Fifteen Palestinians <obj> Coerce
97,"""UN Middle East envoy Tor Wennesland urge Israel to cease demolitions and evictions, in line with Israel's obligations under international humanitarian law,"" UN Middle East envoy Tor Wennesland said in a statement.",<triplet> UN Middle East envoy Tor Wennesland <subj> Israel <obj> Appeal
98,"Shoba denied bail again in Tshegofatso Pule murder case Shoba is accused of conspiracy to commit murder, among other charges in the matter.",<triplet> Tshegofatso Pule murder case <subj> Shoba <obj> Disapprove
99,"""Shoba has stated nothing compelling before the Roodepoort Magistrates Court.",<triplet> Shoba <subj> the Roodepoort Magistrates Court <obj> Make Public Statement
100,"Earlier, Premier Jason Kenney said about 2,000 Alberta truckers are now eligible to get the COVID-19 vaccine when about 2,000 Alberta truckers deliver goods in Montana.","<triplet> about 2,000 Alberta truckers <subj> Montana <obj> Provide Aid"
101,WC Disaster Management Dept really have a very good system. . . WC Disaster Management Dept gave the South African National Defence Force a call.,<triplet> WC Disaster Management Dept <subj> the South African National Defence Force <obj> Engage In Material Cooperation
102,"The Chinese government hopes that the UN Security Council’s members will confirm the UN Security Council’s members's commitment to multilateralism and an international law-based world order, Chinese Foreign Ministry Spokesperson Wang Wenbin told a news briefing on Friday.",<triplet> the UN Security Council’s members <subj> the UN Security Council’s members's commitment <obj> Engage In Diplomatic Cooperation
103,"Dilin was unable to hold back Dilin's emotions when Dilin talked about Dilin's young daughter, who Dilin has not seen since November 2019.",<triplet> Dilin <subj> Dilin's young daughter <obj> Consult
104,"""Dilin can certainly see the sorrow in his young daughter, who he has not seen since November 2019's heart… his young daughter, who he has not seen since November 2019 truly misses the couple's,"" Dilin told an Australian Senate committee on Friday.",<triplet> Dilin <subj> an Australian Senate committee <obj> Make Public Statement
105,Australia to resume some India flights after backlashWhy can't Australians get back into Australians's country?,<triplet> Australia <subj> some India flights <obj> Engage In Material Cooperation <subj> some India flights <obj> Provide Aid
106,"""a chartered plane from Bangalore to Sydney was the couple's's last hope, the couple's have exhausted all options,"" Dilin told the BBC.",<triplet> Dilin <subj> the BBC <obj> Make Public Statement
107,Drisya and Dilin told the couple's's story to an Australian Senate committee which is investigating Australia's efforts to help stranded Australians return home from India.,<triplet> Drisya <subj> an Australian Senate committee <obj> Make Public Statement
