,text,label
10,12:04pm Kremlin accuses UK of ‘directing and coordinating’ Nord Stream blastsThe Kremlin on Tuesday again accused UK of “directing and coordinating” explosions on the Nord Stream gas pipelines.,<triplet>Nord Stream blastsThe Kremlin<subj>coordinating<obj>Engage In Material Cooperation
11,"11:46am: Russia says no decree needed to end ‘partial mobilisation’ in Kremlin on Tuesday said Kremlin needed no decree to mark the completion of Kremlin's “partial mobilisation” of 300,000 reservists to the war in Ukraine.But the fact that Kremlin has not rescinded the original presidential decree or issued a new one cancelling the original presidential decree has raised concerns that Kremlin may be keeping the door open to further call-ups.11:06am: EU presidency says sanctions may next target BelarusThe Czech prime minister, whose country holds the rotating EU presidency, said Tuesday the bloc may look at further sanctions on BelarusThe over BelarusThe's role in the war in Ukraine.BelarusThe allows Russian troops to be stationed on Belarusian territory and stage attacks on Ukraine from there, although BelarusThe insists BelarusThe does not want to join the war in Ukraine directly.",<triplet>Kremlin<subj>no decree<obj>Demand
12,"""We are now looking at... the role of BelarusThe and the potential need to target BelarusThe,"" Czech Prime Minister Petr Fiala told reporters after returning from Kyiv where members of Czech Prime Minister Petr Fiala's cabinet joined Czech Prime Minister Petr Fiala in talks with Ukrainian counterparts.",<triplet>members<subj>Czech Prime Minister Petr Fiala<obj>Consult
13,"10:23am: Three more ships leave Ukraine ports under deal despite Russian suspensionThree outbound vessels the ships' movement Ukrainian ports by midday on Tuesday under the Black Sea grain export deal, the UN-led coordination centre The statement, the second day of sailings after Russia suspended participation in the Black Sea Grain Initiative.The statement said Three more ships's movement was agreed by the Ukrainian, Turkish and UN delegations at the United Nations-led coordination centre and the Russian delegation had been informed.The statement said the UN coordinator for the Black Sea Grain Initiative, Amir Abdulla, continued discussions with all three member state parties in an effort to resume full participation at the centre that oversees safe passage of vessels.10:17am: Finland urges Turkey, Hungary to swiftly approve Swedish, Finnish NATO bidsFinland's Prime Minister Sanna Marin on Tuesday urged Hungary and Turkey to swiftly approve the Swedish and Finnish applications for membership of the NATO defence alliance.Hungary and Turkey are the only two remaining the NATO defence alliance members not to have ratified the Swedish and Finnish applications for membership of the NATO defence alliance.",<triplet>Finland<subj>Turkey<obj>Appeal <triplet>Finland<subj>Turkey<obj>Yield <triplet>Hungary<subj>the Swedish and Finnish applications<obj>Yield
14,"Swedish, Finnish NATO bidsFinland's Prime Minister Sanna Marin think it would be important that this would happen preferably sooner than later,"" Swedish, Finnish NATO bidsFinland's Prime Minister Sanna Marin told a joint news conference with other Nordic leaders.Finland and Sweden last week reiterated Finland and Sweden would join the NATO defence alliance at the same time, presenting a united front to Turkey.Finland and Sweden asked to join the NATO defence alliance in May in response to Russia's invasion of Ukraine, but ran into objections from Turkey which has accused Hungary and Turkey of harbouring groups Turkey deems terrorists.9:34am: Ukraine seeks Russia's expulsion from G20, says Russian President Vladimir Putin's hands 'stained in Ukraine's Foreign Ministry spokesperson said on Tuesday Russia should be expelled from G20 and President Vladimir Putin’s invitation to a G20 summit in Bali next month must be revoked.Russian President Vladimir Putin publicly acknowledged ordering missile strikes on Ukrainian civilians and energy infrastructure,"" spokesperson Oleg Nikolenko wrote on Twitter.",<triplet>Finland<subj>the NATO defence alliance<obj>Consult <triplet>Finland<subj>the NATO defence alliance<obj>Consult <triplet>Russian President Vladimir Putin<subj>missile strikes<obj>Engage In Material Cooperation
15,"Electricity supplies in Kyiv have also been restored"", Vitali Klitschko said on social media.8:08am: Russian missiles hit apartment complex in MykolaivRussia fired four missiles into the southern Ukrainian port city of Mykolaiv overnight, demolishing half an apartment building and killing one resident, a day after Russia unleashed a barrage of missiles on several cities including Kyiv.Rescue workers recovered the body of an elderly woman from the rubble of the apartment block early on Tuesday, Reuters witnesses said.Russian President Vladimir Putin said missile strikes on several Ukrainian cities on Monday which targeted infrastructure and a decision to freeze participation in a Black Sea grain export programme were responses to a drone attack on Russia's fleet in the Crimea that Russian President Vladimir Putin blamed on Ukraine.7:24am: Turkey says a Black Sea grain export programme needs to be kept separate from war in UkraineTurkish Defence Minister Hulusi Akar told Ukraine's defence and infrastructure ministers that keeping a Black Sea grain export programme going was important and that, as a humanitarian initiative, a Black Sea grain export programme should be kept separate from the conflict in Ukraine.UkraineTurkish Defence Minister Hulusi Akar's comments, released in a statement by UkraineTurkish Defence Minister Hulusi Akar's ministry on Tuesday, followed Russia's suspension of Russia's participation in the deal brokered by UN and Turkey in July and aimed at keeping food commodities flowing to world markets.UkraineTurkish Defence Minister Hulusi Akar also told UkraineTurkish Defence Minister Hulusi Akar's Russian counterpart on Monday that Russia should re-evaluate Russia's decision.7:15am: Russia extends evacuation zone in Kherson regionRussian-installed officials in Ukraine's southern Kherson region late Monday said regionRussian-installed officials in Ukraine’s southern Kherson region were extending the evacuation zone further from the Dnipro river, saying Ukraine could be preparing to attack the Kakhovka dam and flood Ukraine’s southern Kherson region.In a post on Telegram, Vladimir Saldo, the Russian-backed head of Ukraine’s southern Kherson region, said Vladimir Saldo, the Russian-backed head of the region which is partially occupied by Russian forces, was extending the area covered by an order for civilians to evacuate by an additional 15 kilometres to include another seven settlements.",<triplet>Russian missiles<subj>apartment complex<obj>Fight <triplet>which<subj>infrastructure<obj>Fight <triplet>Ukraine<subj>the Kakhovka dam<obj>Fight
16,"former leader Benjamin Netanyahu's main rival is the man who helped oust former leader Benjamin Netanyahu last year, the centrist caretaker Prime Minister Yair Lapid.national elections are (a choice) between the future and the past.",<triplet>who<subj>former leader Benjamin Netanyahu<obj>Coerce
17,"So go out and vote Tuesday for our children's future, for our country's future,"" the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid said after voting in the upscale Tel Aviv neighbourhood where the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid lives.Polls have predicted a similar result: stalemate.",<triplet>who<subj>him<obj>Coerce <triplet>who<subj>him<obj>Coerce <triplet>Polls<subj>a similar result<obj>Make Public Statement
18,"""People are tired of instability, of the fact that the government is not delivering the goods,"" said Yohanan Plesner, a former legislator who now heads the Israel Democracy Institute, a Jerusalem think tank.Buoyed by former leader Benjamin Netanyahu's followers' almost cult-like adoration, former leader Benjamin Netanyahu has rejected calls to step down by former leader Benjamin Netanyahu's opponents, who say someone on trial for fraud, breach of trust and accepting bribes cannot govern.",<triplet>who<subj>the Israel Democracy Institute<obj>Engage In Material Cooperation
19,"former leader Benjamin Netanyahu's most likely path to the premiership requires an alliance with extremist ultra-nationalists and religious ultra-Orthodox parties.extremist ultra-nationalists and religious ultra-Orthodox parties would demand key portfolios in a former leader Benjamin Netanyahu government, and some have promised to enact reforms that could make former leader Benjamin Netanyahu's legal woes disappear.The ultranationalist Religious Zionism party, whose provocative top candidate Ben-Gvir wants to deport Arab legislators and is a disciple of a racist rabbi who was assassinated in 1990, has promised to support legislation that would alter the legal code, weaken the judiciary and could help former leader Benjamin Netanyahu evade a conviction.a powerful new player, promising a tougher line against Palestinian attackers, this week announced a powerful new player would seek the cabinet post overseeing the police force.Critics have sounded the alarm over what Critics see is a destructive threat to the country's democracy.a powerful new player speaks during a press conference on Sunday.",<triplet>former leader Benjamin Netanyahu's most likely path<subj>an alliance<obj>Appeal <triplet>some<subj>reforms<obj>Engage In Material Cooperation <triplet>whose provocative top candidate<subj>Arab legislators<obj>Coerce <triplet>The ultranationalist Religious Zionism party<subj>legislation<obj>Engage In Diplomatic Cooperation
20,"Polls say the race is too close to predict.After 12 years in power, former leader Benjamin Netanyahu was ousted last year by the diverse coalition forged by the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid.",<triplet>who<subj>him<obj>Coerce
21,"The coalition, made up of nationalists who oppose Palestinian statehood, dovish parties that seek a peace agreement, as well as for the first time in the country's history, a small Arab Islamist party, united over their distaste for former leader Benjamin Netanyahu but collapsed this spring because of infighting.the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid, has portrayed the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid as an honest and scandal-free change from former leader Benjamin Netanyahu.WATCH | former leader Benjamin Netanyahu courts Ben-Gver as potential coalition partner: former leader Benjamin Netanyahu aims for a comeback as Israelis vote in national election5 days agoDuration 2:16Israelis cast votes in Israelis's fifth national election in five years Tuesday, with exit polls suggesting former leader Benjamin Netanyahu could his return to power as prime minister.",<triplet>who<subj>Palestinian statehood<obj>Disapprove <triplet>who<subj>him<obj>Coerce <triplet>who<subj>him<obj>Coerce <triplet>Ben-Gver<subj>former leader Benjamin Netanyahu<obj>Fight
22,"But critics fear former leader Benjamin Netanyahu's return would signal an even harder turn to the right for the country.In the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid's short term as caretaker leader, the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid welcomed U.S. President Joe Biden on a successful visit to the country, led the country in a brief military operation against Gaza militants and signed a diplomatic agreement with Lebanon setting a maritime boundary between the enemy nations.Still, the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid's chances to return to leadership are shaky.",<triplet>who<subj>him<obj>Coerce <triplet>who<subj>him<obj>Coerce <triplet>the centrist caretaker Prime Minister Yair Lapid<subj>U.S. President Joe Biden<obj>Engage In Diplomatic Cooperation <triplet>who<subj>him<obj>Coerce
23,"the man who helped oust him last year, the centrist caretaker Prime Minister Yair Lapid is relying on voters from the country's Palestinian minority, who make up one-fifth of the population.",<triplet>who<subj>him<obj>Coerce
24,"voters from Israel's Palestinian minority, who make up one-fifth of the population's turnout is predicted to reach historic lows, but if voters from Israel's Palestinian minority, who make up one-fifth of the population unexpectedly do come out to vote, that could slash the former leader Benjamin Netanyahu camp's numbers.After the votes are tallied, extremist ultra-nationalists and religious ultra-Orthodox parties have nearly three months to form a government.",<triplet>-<subj>the votes<obj>Make Public Statement
25,Pakistan prime minister Shehbaz Sharif is visiting China at the invitation of Pakistan prime minister Shehbaz Sharif's Chinese counterpart Li Keqiang.,<triplet>Pakistan prime minister Shehbaz Sharif<subj>China<obj>Consult
26,"Chinese foreign ministry spokesperson Zhao Lijian during Chinese foreign ministry spokesperson Zhao Lijian's briefing in Beijing said China warmly welcomes Pakistan prime minister Shehbaz Sharif's upcoming visit, Radio Pakistan reported.",<triplet>China<subj>Pakistan prime minister Shehbaz Sharif's upcoming visit<obj>Engage In Diplomatic Cooperation
27,"Separately, Dawn reported Pakistan prime minister Shehbaz Sharif during a two-day official visit to China will try to revive the multi-billion-dollar China-Pakistan Economic Corridor (CPEC) and expand trade and investment ties with China by making optimal use of the second phase of the China-Pakistan Free Trade Agreement.",<triplet>Dawn<subj>Pakistan prime minister Shehbaz Sharif<obj>Make Public Statement
28,"Launched in 2013, the multi-billion-dollar China-Pakistan Economic Corridor (CPEC) is a corridor linking Pakistan's Pakistan's Gwadar port on the Arabian Sea with Kashgar in northwest China's Xinjiang Uygur Autonomous Region, which highlights energy, transport and industrial cooperation.",<triplet>which<subj>energy<obj>Make Public Statement
29,"“There are three types of good friends: one that is direct and honest; one that is trustworthy, dependable and generous when you need help; and one that is knowledgeable and talented to guide you and show you what you can't see,” Pakistan prime minister Shehbaz Sharif quoted Confucius as having once said about friends and friendships.",<triplet>you<subj>help<obj>Demand <triplet>Pakistan prime minister Shehbaz Sharif<subj>Confucius<obj>Make Public Statement
30,Pakistan prime minister Shehbaz Sharif further said in an opinion article published in the Chinese newspaper Global Times on Sunday that the 21st century demanded a new paradigm to deal with the emerging challenges as well as opportunities and to wean the region away from conflict and conflagration.,<triplet>the 21st century<subj>a new paradigm<obj>Demand
31,"In a press conference, planning minister Ahsan Iqbal while terming Pakistan and China iron brothers stressed the need for exploiting the potential of Pakistan and China iron brothers's economic cooperation.",<triplet>planning minister Ahsan Iqbal<subj>the need<obj>Make Public Statement
32,"Singapore: Australia will on Wednesday complete a deal with Thailand to counter human trafficking as Thailand confronts disturbing revelations of sexual exploitation of migrants by a criminal operation on Australian soil.In Bangkok for the latest leg of Foreign Affairs Minister Penny Wong's south-east Asian charm offensive, Foreign Affairs Minister Penny Wong will sign off on Australia's support of a new training centre to counter trafficking – the first of its kind in the region – when Foreign Affairs Minister Penny Wong meets with Thai Prime Minister Prayut Chan-o-cha.Human trafficking has been a long-standing stain on Thailand, with victims including children subjected to forced labour and sex; smuggling networks taking advantage of Burmese migrants – with the backing of figures within authorities – and Thai nationals exploited elsewhere in the world.Young Thai girls are among those trafficked for work in strip clubs and sex parlours.Credit:File“We are pleased to be supporting Thailand's own initiative and vision to develop a cadre of highly qualified and competent government officers committed to preventing human trafficking in Thailand and the region,” Foreign Affairs Minister Penny Wong said.",<triplet>Thailand<subj>disturbing revelations<obj>Consult
33,"police would conduct a ""speedy and rigorous intensive investigation"" to see if proper action was taken after receiving numerous calls, and if officers had reacted appropriately.","<triplet>police<subj>a ""speedy and rigorous intensive investigation<obj>Engage In Material Cooperation"
34,The police earlier said The police deployed more officers for this year's Halloween festivities than The police did for pre-Covid parties.,<triplet>The police<subj>more officers<obj>Reduce Relations
35,"Prime Minister Han Duck-soo appeared to echo this line later at a foreign media briefing, saying it was ""difficult to have safety control in advance"" for an incident without an organiser.",<triplet>Prime Minister Han Duck-soo<subj>this line<obj>Make Public Statement
36,But Yoon Hee-keun said on Tuesday the Itaewon crush revealed the importance of crowd management and a lack of research in South Korea's on crowd management.,<triplet>the Itaewon crush<subj>the importance<obj>Engage In Diplomatic Cooperation
37,Yoon Hee-keun had been facing mounting political pressure and plummeting ratings even before the Itaewon crush.,<triplet>Yoon Hee-keun<subj>mounting political pressure<obj>Consult
38,"Monday's cargoes constituted a record daily volume of exports since the Black Sea grain export deal began, said a spokesperson for Odesa's military administration quoted by Reuters.",<triplet>Monday's cargoes<subj>a record daily volume<obj>Engage In Material Cooperation
39,"After Russia invaded Ukraine in February, Russia's navy imposed a blockade on Ukraine's Black Sea ports, trapping about 20 million tonnes of grain meant for export inside Ukraine, along with other foodstuffs such as maize and sunflower oil.",<triplet>Russia<subj>Ukraine<obj>Fight <triplet>Russia's navy<subj>a blockade<obj>Coerce
40,"the US, who said Moscow was ""weaponising food""'s foreign policy chief, Josep Borrell, has urged Russia to reverse Russia's decision, saying jeopardising the export of grain and fertilisers would impact the global food crisis.",<triplet>the US<subj>Russia<obj>Appeal <triplet>the US<subj>Russia<obj>Consult
41,"The suspension comes as Russia says Russia has expanded Russia's evacuations of the occupied Kherson region, despite stating over the weekend that its evacuations of the occupied Kherson region had come to an end.",<triplet>Russia<subj>Russia's evacuations<obj>Engage In Material Cooperation
42,"Indian Prime Minister Narendra Modi has visited the town of Morbi in Indian Prime Minister Narendra Modi's home state of Gujarat to see for Indian Prime Minister Narendra Modi the scene of Sunday's bridge collapse, which left 135 people dead.",<triplet>Indian Prime Minister Narendra Modi<subj>the town<obj>Consult
43,"After Indian Prime Minister Narendra Modi visited the scene of Sunday's bridge collapse, which left 135 people dead on Tuesday, Indian Prime Minister Narendra Modi's office said Indian Prime Minister Narendra Modi stressed the need ""to conduct a detailed and extensive inquiry"", adding: ""the key learnings from a detailed and extensive inquiry must be implemented at the earliest.""",<triplet>Indian Prime Minister Narendra Modi<subj>the scene<obj>Consult <triplet>Indian Prime Minister Narendra Modi<subj>the need<obj>Make Public Statement
44,"By Geeta Pandey, Morbi, his home state of Gujarat At the government-run civil hospital which I visited in the morning, I saw men bringing in new mattresses and clean linen for the injured patients.",<triplet>I<subj>which<obj>Consult
45,his home state of Gujarat has announced a day of mourning on Wednesday.,<triplet>his home state<subj>a day<obj>Make Public Statement
46,Authorities have promised a full investigation after questions were raised about whether safety checks were carried out before The 140-year-old bridge over the Machchu river was reopened.,<triplet>Authorities<subj>a full investigation<obj>Intend
47,"the nine people arrested include two managers, two ticket clerks, two contractors and three security guards.",<triplet>the nine people<subj>two managers<obj>Yield
48,"Sunday's bridge collapse, which left 135 people dead has devastated the people of Morbi, a little town known for the town of Morbi in his home state of Gujarat's thriving ceramic industry.",<triplet>Sunday's bridge collapse<subj>the people<obj>Fight
49,"Netanyahu was forced from office in mid-2021, when the centrist politician Yair Lapid pulled together a surprising coalition with liberal, right-wing and Arab parties united by their opposition to Netanyahu.",<triplet>the centrist politician Yair Lapid<subj>a surprising coalition<obj>Coerce
50,""" Yonathan backs the far-right party, Religious Zionism, which has seen a sharp rise in popularity and feels optimistic about their fifth election in less than four years.  """,<triplet>Yonathan<subj>the far-right party<obj>Engage In Diplomatic Cooperation
51,""" Several polls by Israel's's main TV channels released at the end of last week indicated that the Netanyahu bloc - which also includes ultra-Orthodox Jewish parties Shas and United Torah Judaism - would win 60 of parliament's 120 seats.",<triplet>which<subj>ultra-Orthodox Jewish parties<obj>Yield
52,"Several polls by Israel's main TV channels released at the end of last week predicted the rival, anti-Netanyahu bloc getting 56 seats and the Arab-led Hadash-Taal alliance, which has ruled out joining a coalition, taking four.",<triplet>which<subj>a coalition<obj>Consult
53,"last week, Israel's killed three leaders of a new Palestinian armed group in Nablus known as the Lion's Den.",<triplet>Israel<subj>three leaders<obj>Fight
54,"On Saturday, a Palestinian gunman killed an Israeli in the Jewish settlement where Itamar Ben-Gvir lives, before being shot dead by a guard.",<triplet>a Palestinian gunman<subj>an Israeli<obj>Fight
55,"The prospect of Itamar Ben-Gvir entering government - when Itamar Ben-Gvir has previously called for expelling ""disloyal"" Arab citizens - is expected to push that up only slightly for their fifth election in less than four years.",<triplet>that<subj>The prospect<obj>Demand
56,"More than a day after Brazil's electoral chief declared Luíz Inácio Lula da Silva the winner of the presidential election, defeated incumbent Jair Bolsonaro has yet to concede.",<triplet>Brazil's electoral chief<subj>Luíz Inácio Lula da Silva<obj>Make Public Statement
57,defeated incumbent Jair Bolsonaro is said to have gone to sleep after defeated incumbent Jair Bolsonaro narrowly the result to defeated incumbent Jair Bolsonaro's left-wing arch rival.,<triplet>incumbent Jair Bolsonaro<subj>narrowly the result<obj>Fight
58,defeated incumbent Jair Bolsonaro's silence is raising concern that defeated incumbent Jair Bolsonaro may not accept the result.,<triplet>that<subj>incumbent Jair Bolsonaro<obj>Fight
59,"Combative statements from defeated incumbent Jair Bolsonaro in the past - such as that ""only God"" could remove defeated incumbent Jair Bolsonaro from office - mean there is a tense wait for defeated incumbent Jair Bolsonaro to appear in public.","<triplet>Combative statements<subj>""only God<obj>Coerce"
60,"""Brazil's needs peace and unity.",<triplet>Brazil<subj>peace<obj>Demand
61,"People close to defeated incumbent Jair Bolsonaro said that after the result defeated incumbent Jair Bolsonaro had ""gone to sleep"" at the presidential palace in the capital, Brasilia.",<triplet>the result<subj>incumbent Jair Bolsonaro<obj>Fight
62,"The strong backing Luíz Inácio Lula da Silva has received both at home and abroad so quickly after Luíz Inácio Lula da Silva's win will make it more difficult for defeated incumbent Jair Bolsonaro to contest the result, analysts say.",<triplet>defeated incumbent Jair Bolsonaro<subj>the result<obj>Disapprove
63,The Department of Justice charged A man with two violations of federal law on Monday.,<triplet>The Department<subj>A man<obj>Disapprove
64,"two violations of federal law included one count of assaulting a family member of a US official in retaliation for the performance of a US official's duties, which carries a maximum sentence of 30 years.",<triplet>two violations<subj>one count<obj>Yield
65,"The attack appears to be ""politically motivated"", San Francisco's district attorney said, and A man will face ""parallel prosecutions"".","<triplet>A man<subj>""parallel prosecutions<obj>Consult"
66,senior US politician Nancy Pelosi told A man that senior US politician Nancy Pelosi needed to use the bathroom then made a 911 call on senior US politician Nancy Pelosi's mobile phone.,<triplet>senior US politician<subj>that<obj>Demand
67,"Police later found senior US politician Nancy Pelosi and A man struggling over a hammer, but a hammer was wrested from senior US politician Nancy Pelosi by the intruder who violently assaulted senior US politician Nancy Pelosi with a hammer.",<triplet>who<subj>senior US politician<obj>Fight
68,"Hours after The attack, the country distributed a bulletin to law enforcement across the country warning of a ""heightened threat"" of domestic violent extremism against candidates and election workers driven by individuals with ""ideological grievances"".",<triplet>the country<subj>a bulletin<obj>Make Public Statement
69,False claims about the attack The attack have also spread widely online.,<triplet>False claims<subj>The attack<obj>Make Public Statement
70,"Suspects accused of ""acts of sabotage"", including murdering security guards and arson, face open mass trials this week.",<triplet>Suspects<subj>open mass trials<obj>Consult
71,"West punishes Iran's feared morality policeIran's Generation Z are paying the ultimate priceA really simple guide to Iran's protests Authorities have portrayed the anti-government protests that have engulfed Iran as ""riots"" fomented by Iran's foreign enemies and warned that those who take part will face severe punishment.",<triplet>those<subj>severe punishment<obj>Consult
72,"""Those who intend to confront and subvert the government are dependent on foreigners and will be punished according to legal standards,"" the Associated Press cited Iran's judiciary chief, Gholamhossein Mohseni Ejei as saying.",<triplet>the Associated Press<subj>Iran's judiciary chief<obj>Make Public Statement
73,"five people included one man accused of ""corruption on Earth"" for allegedly hitting and killing a police officer with one man accused of ""corruption on Earth"" for allegedly hitting and killing a police officer with his car's car, state news agency Irna said.",<triplet>five people<subj>one man<obj>Yield
74,"Another man who allegedly attacked police with a knife and set a government building on fire faced the charge of ""enmity against God"", state news agency Irna added.",<triplet>who<subj>police<obj>Fight <triplet>Another man<subj>the charge<obj>Consult
75,There were reports that officers beat Ms Amini's's head with a baton and banged her head against the side of a vehicle.,<triplet>officers<subj>Ms Amini's's head<obj>Fight
