,text,label
20,"He has demanded the German sportswear brand remove the design within two weeks.Mr Elajouti added that Algeria's 2022-2023 season kit ""contributes to the loss and distortion of the identity and history of these [zellige] cultural elements"".",<triplet>the German sportswear brand<subj>the design<obj>Coerce
21,"The BBC has contacted Adidas for comment.Algeria and Morocco share a nearly 2,000 km (1,242 miles) border, which has been a source of tension since independence from French colonial rule.In 1963, they had the Sand War over Morocco's claim to territory in Algeria.",<triplet>The BBC<subj>Adidas<obj>Consult
22,"Drugs, dates and disputes at mules' border crossingLater on, Algeria backed the Polisario Front's campaign for Western Sahara's independence from Morocco, leading to the 1975-1991 Western Sahara War.The border was then closed in 1994 for security reasons after militant Islamists bombed a hotel in the historic Moroccan city of Marrakesh.More recently, in 2021 Algeria cut diplomatic ties with its neighbour, accusing Morocco of ""hostile acts"".",<triplet>Algeria<subj>the Polisario Front's campaign<obj>Engage In Diplomatic Cooperation <triplet>militant Islamists<subj>a hotel<obj>Fight
23,"Morocco called the move ""completely unjustified"".",<triplet>Morocco<subj>the move<obj>Consult
24,"The US has said it ""seems"" Russia is to blame for this week's leaks in the Nord Stream gas pipelines.US Energy Secretary Jennifer Granholm told the BBC an investigation was being carried out into the cause of what she called ""an act of sabotage"", adding ""it is highly unlikely that these incidents are coincidence""No evidence about how the leaks happened has been made public.Russia has dismissed suggestions that it was to blame.It said claims it had damaged the pipelines were ""stupid and absurd"".",<triplet>she<subj>what<obj>Consult <triplet>it<subj>the pipelines<obj>Assault
25,"Sweden finds new leak in Russian gas pipeline    EU ramps up pipeline security after mystery attacksHow can the world cope without Russian oil and gas?President Putin described the damage as ""unprecedented sabotage, in fact, an act of international terrorism"" during a phone call with Turkey's President Erdogan, according to the Kremlin, which added Russia plans to bring it up for ""urgent discussion"" at the UN Security Council.Earlier Russia's Foreign Ministry suggest it was the US that stood to benefit from the pipeline being out of action because it would be able to increase its own natural gas sales.The White House has dismissed such suggestions.",<triplet>Putin<subj>the damage<obj>Make Public Statement <triplet>which<subj>Russia<obj>Engage In Material Cooperation
26,"He says ""it is not likely that the Russians detonated their own pipeline.",<triplet>the Russians<subj>their own pipeline<obj>Fight
27,"They could have simply cut-off gas to the pipeline entrance"" if they wanted to stop supplies.The money Russia continues to receive for its fossil fuels is helping fund its invasion of Ukraine.",<triplet>The money<subj>its invasion<obj>Engage In Material Cooperation
28,"When asked how the US and others don't end up overly reliant on such alternatives Ms Granholm replied that ""this move to clean energy could be part of a great peace plan"" and that such a move ""helps people's pocketbooks, helps the economy, and helps energy security"".",<triplet>such a move<subj>people's pocketbooks<obj>Engage In Material Cooperation
29,This year's steep increases in the price of oil and gas have benefitted the energy giants who get them to consumers.,<triplet>This year's steep increases<subj>the energy giants<obj>Engage In Material Cooperation
30,"Despite acknowledging that oil is traded on a free market she called on them to help, ""at least the American companies as good American citizens"" and warned they could face a windfall tax similar to what has been seen in the UK.",<triplet>they<subj>a windfall tax<obj>Consult
31,"""One other way the US could help increase the supply of oil to global markets is by lifting some of the sanctions imposed on Venezuela by President Trump.The South American country has the world's largest oil reserves but has been exporting minimal amounts of oil because of the restrictions.",<triplet>the US<subj>the supply<obj>Engage In Material Cooperation
32,"You can watch Jennifer Granholm's interview in full on Talking Business with Aaron Heslehurst this weekend.Viewers in the UK can watch the show at 15:30 on the BBC News Channel, and afterwards on BBC iPlayer.In other countries, it will be on BBC World News on Saturday at 23:30 GMT, Sunday at 05:30 and 16:30 GMT and Monday at 16:30 GMT.",<triplet>You<subj>Jennifer Granholm's interview<obj>Make Public Statement <triplet>Viewers<subj>the show<obj>Make Public Statement
33,"She allegedly offered help to the Russian embassy in Washington several months ago, after Russia's invasion of Ukraine.",<triplet>She<subj>help<obj>Intend
34,"The indictment suggests the couple planned to hand over the medical records in order to prove their willingness to help the Russians, and their level of access to secret information.",<triplet>The indictment<subj>their level<obj>Appeal
35,"Dr Gabrielian is also accused of telling the agent that her wife could share information about how the US military establishes army hospitals in war conditions, and previous training given by the US to the Ukrainian military.",<triplet>the US military<subj>army hospitals<obj>Engage In Material Cooperation
36,"If convicted, the defendants face a maximum of five years in prison for the conspiracy, and 10 years for each count of disclosing health information.",<triplet>the defendants<subj>a maximum<obj>Consult
37,"Maj Henry was the first known active-duty US Army officer to come out as transgender, after the army granted her permission to officially change her name and gender in 2015, the same year the couple were married.",<triplet>the army<subj>her permission<obj>Engage In Material Cooperation
38,"You may also be interested in: </Text></Article><Article author=""By Anne Soy""><Text>An outbreak of Ebola in Uganda is proving more difficult to deal with than more recent epidemics, but the president has rejected calls for a lockdown.So far 31 cases have been confirmed, though it is feared that there could be many more.It is a deadly virus with initial symptoms which can include a sudden fever, intense weakness, muscle pain and a sore throat.Subsequent stages can include vomiting, diarrhoea and - in some cases - both internal and external bleeding, known as haemorrhaging.",<triplet>which<subj>a sudden fever<obj>Yield <triplet>Subsequent stages<subj>vomiting<obj>Yield
39,"It was granted clearance by the WHO, which said it had limited infections and saved lives.A second vaccine by Johnson &amp; Johnson has since been approved for use by the European Medicines Agency.",<triplet>clearance<subj>It<obj>Engage In Material Cooperation <triplet>A second vaccine<subj>Johnson<obj>Yield
40,"However, President Museveni ruled out restrictions, saying: ""Ebola is not spread like corona[virus]"" as it is not an airborne disease.He said markets, schools and places of worship would remain open, but urged people to observe personal hygiene and avoid close contact.",<triplet>President Museveni<subj>restrictions<obj>Engage In Material Cooperation <triplet>people<subj>personal hygiene<obj>Make Public Statement
41,More recent innovations have included having body bags with clear covers around the face to enable families to view the body safely before burial.,<triplet>families<subj>the body<obj>Make Public Statement
42,"In addition to a royal apology, many have called on the Crown to return indigenous artefacts that were removed and taken to Britain, and to play a more active role in honouring historic treaty relationships between the monarchy and indigenous people.These treaties are constitutionally recognised agreements that define the rights and responsibilities between indigenous groups and federal and provincial governments.",<triplet>that<subj>the rights<obj>Make Public Statement
43,"""We need a monarch that's going to intervene when they see injustice taking place,"" he said - one that's ""going to care beyond just nice words.""",<triplet>We<subj>a monarch<obj>Demand
44,"""We need a monarch that's going to have the ear of the prime minister and say 'these are the treaties that you must adhere to because the Crown has signed onto them.'""",<triplet>We<subj>a monarch<obj>Demand
45,"Brazilians vote electronically, so there are no paper copies of individual ballots.This has been highlighted by President Bolsonaro as a security issue, and he has called for ""printable and auditable"" paper ballots to safeguard the electronic system.",<triplet>he<subj>the electronic system<obj>Assault
46,"The software goes through several tests, including tests with experts and outside investigators who try to break its security,"" says Julio Valente, the Information Technology Secretary of Brazil's electoral court.Before each election the court invites researchers and software experts to look for vulnerabilities in the voting system.",<triplet>the court<subj>researchers<obj>Consult
47,"The year was 1977, five years since President Ferdinand E Marcos had declared martial law in the Philippines -  on 21 September 1972.",<triplet>President Ferdinand E Marcos<subj>martial law<obj>Make Public Statement
48,"""They kept on forcing me to confess that I was leading a rally and throwing grenades.",<triplet>They<subj>me<obj>Coerce
49,"They used a yantok - a cane - and they hit my body many times,"" he said. """,<triplet>they<subj>my body<obj>Fight
50,"""Some 70,000 people were imprisoned, 34,000 were tortured and over 3,200 people were killed in the nine years after Mr Marcos imposed martial law, according to Amnesty International.Meanwhile, the Marcos family lived famously opulent lifestyles.",<triplet>Mr Marcos<subj>martial law<obj>Coerce
51,"Mr Marcos' wife, Imelda Marcos, amassed a huge collection of art and other luxuries, including hundreds of pairs of shoes.They deny siphoning off billions of dollars of state wealth while at the helm of what historians consider one of Asia's most notorious kleptocracies.",<triplet>Mr Marcos' wife<subj>a huge collection<obj>Consult <triplet>historians<subj>what<obj>Consult
52,"Ferdinand Marcos died three years later.But earlier this year, his son and namesake, Ferdinand Marcos Jr - popularly known as ""Bongbong"" - led an extraordinary comeback and won the presidency in a landslide victory.What a Marcos revival means for the PhilippinesWhy the Marcos family is so infamous'Politicians hire me to spread fake stories'The Marcos rebranding is the result of a major social media operation, aimed at younger Filipinos born after martial law ended.",<triplet>so infamous'Politicians<subj>me<obj>Make Public Statement
53,The account is too gruesome to detail here.But will Mr Marcos allow such a museum - one built to honour the victims of martial law - while he is president?,<triplet>Mr Marcos<subj>such a museum<obj>Yield
54,"""A museum is for the younger generation - to say that this happened to our country and if we can come together, they can determine what type of country and system of government and rules of liberty and democracy they want for the future.""",<triplet>they<subj>what type<obj>Demand
55,"""They've lost their dreams, their lives and I wanted to recognise that.",<triplet>I<subj>that<obj>Engage In Diplomatic Cooperation
56,"They suffered a lot of violence and immoral wrongdoings, and they deserve to be recognised.",<triplet>They<subj>a lot<obj>Assault
57,"When Coolio first heard the demo that became Gangsta's Paradise, he had the same reaction as the rest of us.",<triplet>Coolio<subj>the demo<obj>Consult
58,"Released in August 1995, and boosted by a memorable video starring Michelle Pfeiffer, the song immediately ruled the airwaves.",<triplet>the song<subj>the airwaves<obj>Engage In Material Cooperation
59,And yet... Gangsta's Paradise faced several hurdles on its way to the top.,<triplet>Gangsta's Paradise<subj>several hurdles<obj>Consult
60,"Before he turned 20, he had served time behind bars for larceny.Later, Coolio studied at Compton Community College and discovered rap.",<triplet>he<subj>time<obj>Engage In Material Cooperation
61,"But then came Gangsta's Paradise.One day, Doug Rasheed pulled out his copy of Stevie Wonder's 1976 double-album Songs In The Key Of Life and cut a sample from Pastime Paradise, a bleak and anxious track that was one of the first songs to replace an orchestra with synthesized strings.Rasheed added a crunching beat and a menacing synth bass, then took the track to singer Larry ""LV"" Sanders, who laid down a vocal for the chorus.",<triplet>Doug Rasheed<subj>his copy<obj>Coerce <triplet>Rasheed<subj>a crunching beat<obj>Engage In Material Cooperation
62,That whole choir that you hear was actually me - I did all the parts from soprano down to tenor to the bass.,<triplet>you<subj>that<obj>Consult
63,"I called my A&amp;R at Tommy Boy Records, and I played it for him.",<triplet>I<subj>my A&amp;R<obj>Consult
64,"""When Stevie heard it, he was like, ""No, no way.",<triplet>Stevie<subj>it<obj>Consult
65,"When it hit number one, it opened up new possibilities for hip-hop... although, to some, it marked the end of an era.",<triplet>it<subj>number<obj>Fight
66,"""Coolio was ambivalent about the song too, often lamenting how its success overshadowed his other work.""",<triplet>its success<subj>his other work<obj>Fight
67,"Last week, Australian telecommunications giant Optus revealed about 10 million customers - about 40% of the population - had personal data stolen in what it calls a cyber-attack.",<triplet>it<subj>what<obj>Consult
68,"Some experts say it may be the worst data breach in Australia's history.But this week has seen more dramatic and messy developments - including ransom threats, tense public exchanges and scrutiny over whether this constituted a ""hack"" at all.It's also ignited critical questions about how Australia handles data and privacy.Optus - a subsidiary of Singapore Telecommunications Ltd - went public with the breach about 24 hours after it noticed suspicious activity on its network.Australia's second-largest telecoms provider said current and former customers' data was stolen - including names, birthdates, home addresses, phone and email contacts, and passport and driving licence numbers.","<triplet>this<subj>a ""hack<obj>Engage In Material Cooperation <triplet>Australia<subj>data<obj>Engage In Material Cooperation <triplet>it<subj>suspicious activity<obj>Make Public Statement"
69,"It stressed that payment details and account passwords were not compromised.Those whose passport or licence numbers were taken - roughly 2.8 million people - are at a ""quite significant"" risk of identity theft and fraud, the government has since said.Optus said it was investigating the breach and had notified police, financial institutions, and government regulators.",<triplet>it<subj>the breach<obj>Investigate
70,"In an emotional apology, Optus chief executive Kelly Bayer Rosmarin called it a ""sophisticated attack"", saying the company has very strong cybersecurity.",<triplet>Optus chief executive Kelly Bayer Rosmarin<subj>it<obj>Consult
71,"Early on Saturday, an internet user published data samples on an online forum and demanded a ransom of $1m (A$1.5m; £938,000) in cryptocurrency from Optus.The company had a week to pay or the other stolen data would be sold off in batches, the person said.Investigators are yet to verify the user's claims, but some experts quickly said the sample data - which contained about 100 records - appeared legitimate.Sydney-based tech reporter Jeremy Kirk contacted the purported hacker and said the person gave him a detailed explanation of how they stole the data.The user contradicted Optus's claims the breach was ""sophisticated"", saying they pulled the data from a freely accessible software interface.",<triplet>which<subj>about 100 records<obj>Coerce <triplet>Sydney-based tech reporter Jeremy Kirk<subj>the purported hacker<obj>Consult <triplet>The user<subj>Optus's claims<obj>Disapprove <triplet>they<subj>the data<obj>Coerce
72,"""That sparked speculation about whether Optus had paid the ransom - which the company denies - or whether the user had been spooked by the police investigation.Adding to the problem, others on the forum had copied the now-deleted data sets, and continued to distribute them.It also emerged some customers' Medicare details - government identification numbers that could provide access to medical records - had also been stolen, something Optus did not previously disclose.",<triplet>that<subj>access<obj>Engage In Material Cooperation
73,"Late on Wednesday, the company said this had affected almost 37,000 Medicare cards.","<triplet>this<subj>almost 37,000 Medicare cards<obj>Engage In Diplomatic Cooperation"
74,"""This is potentially the most serious privacy breach in Australian history, both in terms of the number of affected people and the nature of the information disclosed,"" said Ben Zocco from Slater and Gordon Lawyers.The government has called the breach ""unprecedented"" and blamed Optus, saying it ""effectively left the window open"" for sensitive data to be stolen.In an ABC television interview on Monday, Cyber Security Minister Clare O'Neil was asked: ""You certainly don't seem to be buying the line from Optus that this was a sophisticated attack?""",<triplet>The government<subj>the breach<obj>Consult
75,"""I think most customers understand that we are not the villains,"" she said, adding Optus could not say more while the investigation was ongoing.The company has faced calls to cover the costs of replacement passport and driving licences, as people scramble to protect themselves.The breach highlights how much Australia lags behind other parts of the world on privacy and cyber issues, Ms O'Neil says.",<triplet>The company<subj>calls<obj>Consult <triplet>people<subj>themselves<obj>Assault
76,"""We are probably a decade behind… where we ought to be,"" she told the ABC.Australia probes firms over customer 'faceprints' Australia's Nine TV network hit by cyber-attackBoth sides of politics have traded blame on the issue.",<triplet>she<subj>the ABC.Australia<obj>Investigate <triplet>sides<subj>blame<obj>Engage In Material Cooperation
77,"In some countries, the company would have faced hundreds of millions of dollars in penalties but Australia's fine is capped at about $2m, she said.She also wants to expand cyber-security laws that were introduced last year to include telecommunications companies.",<triplet>the company<subj>hundreds of millions<obj>Consult <triplet>She<subj>cyber-security laws<obj>Engage In Material Cooperation
78,I would say that this incident really calls that assertion into question.,<triplet>this incident<subj>that assertion<obj>Consult
79,"Lula knows that climate issues have soared to the top of the political agenda and in Manaus, the biggest city in the Amazon, he told reporters ""the planet needs special attention from all of us"".",<triplet>the planet<subj>special attention<obj>Demand
80,"""What we want is to benefit from our wealth, our biodiversity.""",<triplet>we<subj>What<obj>Demand
81,""" She says that it comes down to knowing who will help her and those like her, because ""during the elections, all the politicians do is make promises"".",<triplet>who<subj>her<obj>Engage In Material Cooperation
82,"""I am crazy about Lula - Brazil needs him because we are in decline,"" she says.",<triplet>Lula - Brazil<subj>him<obj>Demand
83,"""</Text></Article><Article author=""By David Gritten""><Text>Iran's supreme leader has blamed the US and Israel for the anti-government protests sweeping the country, in his first public comments on the unrest.Ayatollah Ali Khamenei said ""riots"" had been ""engineered"" by Iran's arch-enemies and their allies, and alleged that Qurans had been burned.He also called on security forces to be ready to deal with further unrest.The protests - the biggest challenge to his rule for a decade - were sparked by the death in custody of a woman.Mahsa Amini, 22, fell into a coma hours after being detained by morality police on 13 September in Tehran for allegedly breaking the strict law requiring women to cover their hair with a hijab, or headscarf.",<triplet>He<subj>security forces<obj>Consult
84,She died three days later.Her family has alleged that officers beat her head with a baton and banged her head against one of their vehicles.,<triplet>officers<subj>her head<obj>Fight
85,"The police have said there is no evidence of any mistreatment and that she suffered ""sudden heart failure"".",<triplet>she<subj>sudden heart failure<obj>Assault
86,"He also gave his full backing to the security forces, saying that they had faced ""injustice"" during the unrest.Iran Human Rights, a Norway-based group, said on Sunday that at least 133 people had been killed by security forces so far.","<triplet>they<subj>""injustice<obj>Consult"
87,"They include 41 protesters whom ethnic Baluch activists said had died in clashes in Zahedan on Friday.State media have reported that more than 40 people have been killed, including security personnel.Ayatollah Khamenei's comments came a day after security forces violently cracked down on a protest by students at Iran's most prestigious science and engineering university, reportedly arresting dozens.The BBC's Kasra Naji says the gunfire heard around the campus of Sharif University of Technology in Tehran on Sunday night spread fear among many Iranians that authorities had decided to make an example of the students.Security forces tried to the enter the campus, but the students drove them back and closed all the entrance gates.But, our correspondent adds, a siege developed and the students who tried to leave through an adjacent car park were picked up one by one and beaten, blindfolded and taken away.In one video posted on social media, a large number of people are seen running inside a car park while being pursued by men on motorbikes.",<triplet>They<subj>41 protesters<obj>Yield
88,Some 18 officers are being investigated after police fired tear gas at fans who invaded the pitch when the match ended.More than 320 other people were injured as supporters were trampled on and suffocated in crushes as they fled the gas.,<triplet>police<subj>tear gas<obj>Fight <triplet>who<subj>the pitch<obj>Fight
89,"An eyewitness told the BBC that police had fired numerous gas rounds ""continuously and fast"" after the situation with fans became ""tense"".",<triplet>police<subj>numerous gas rounds<obj>Fight
90,"After that I jumped into the field and went down through the side door,"" he said.Ester Andayanengtyas told the BBC her 17-year-old daughter Debora suffered serious injuries, including a broken neck and swelling on the brain during the panic. """,<triplet>her 17-year-old daughter<subj>serious injuries<obj>Assault
91,I asked her not to watch the game that day.,<triplet>I<subj>her<obj>Make Public Statement
92,"He said he had heard more than 20 tear gas shots towards spectators at the stadium.Police spokesperson Dedi Prasetyo told reporters that the officers under investigation ""were responsible for holding"" the weapons and said they were being questioned by an internal affairs team.",<triplet>he<subj>more than 20 tear gas shots<obj>Consult
93,"Indonesia's human rights commission said it will conduct its own inquiry into the disaster, and President Joko Widodo has ordered that all matches in Indonesia's top league must be stopped until the official probe has been carried out.",<triplet>it<subj>its own inquiry<obj>Engage In Material Cooperation
94,"The announcement of the investigation comes after world football's governing body Fifa called the disaster ""a dark day for all involved in football and a tragedy beyond comprehension"".",<triplet>world football's governing body<subj>Fifa<obj>Consult
95,"They started attacking officers, they damaged cars,"" said Nico Afinta, police chief in East Java, adding that two police officers were among the dead.""",<triplet>They<subj>officers<obj>Fight <triplet>they<subj>cars<obj>Assault
96,We would like to convey that... not all of them were anarchic.,<triplet>We<subj>that<obj>Make Public Statement
97,"Brazil's election is going into a second round in which left-winger Luiz Inácio Lula da Silva will face far-right incumbent Jair Bolsonaro.With almost all the votes counted, Lula had won 48% against Bolsonaro's 43% - a much closer result than opinion polls had suggested.But Lula fell short of the more than 50% of valid votes needed to prevent a run-off.",<triplet>left-winger Luiz Inácio Lula da Silva<subj>far-right incumbent Jair Bolsonaro<obj>Consult
98,"A race that is far from overWhy Brazil's election matters so much to the US'Our candidate isn't perfect, but he beats the alternative'This is a drama which has been years in the making.",<triplet>he<subj>the alternative'This<obj>Fight
99,"The two men are arch-rivals and spent much of the campaign trading insults.In the last TV debate before the vote, President Bolsonaro called Lula a thief, in reference to the corruption charges that put him in jail for 580 days before the conviction was annulled.",<triplet>President Bolsonaro<subj>Lula<obj>Consult
100,Critics point out that Lula's environmental record during his time in office - he governed Brazil from 2003 to 2010 - was far from perfect.,<triplet>he<subj>Brazil<obj>Engage In Material Cooperation
101,Many voters also mentioned education and Brazil's high levels of inequality as issues they want the new president to tackle.,<triplet>Many voters<subj>education<obj>Make Public Statement
102,"Much of the campaign, however, was overshadowed by concern that Mr Bolsonaro may not accept defeat after he had said that ""only God"" could remove him from office.",<triplet>only God<subj>him<obj>Coerce
103,"Kadyrov is a strong ally of Vladimir Putin, although has recently criticised Russian military leadership.On social media, he wrote that a father should teach his sons how to protect their family, people and fatherland.",<triplet>a father<subj>his sons<obj>Assault
104,"Kadyrov has ruled the southern Russian republic since 2007, when he was named the region's president by Vladimir Putin.",<triplet>Kadyrov<subj>the southern Russian republic<obj>Engage In Material Cooperation
105,"However, after recent military setbacks in the Kharkiv and Donetsk regions, he criticised Russia's military leadership, describing one commander as a ""mediocrity"" and bemoaning a lack of basic logistics.He also called for Russia to take more drastic measures against Ukraine, including the use of a tactical nuclear weapon.",<triplet>he<subj>Russia's military leadership<obj>Disapprove
106,"It was also being used by Russia as a logistics hub.The defeat in Lyman was also symbolic, as it happened just a day after a grand signing ceremony to annex four occupied regions of Ukraine - including Donetsk, where Lyman is situated.",<triplet>a grand signing ceremony<subj>four occupied regions<obj>Coerce
107,"On Sunday evening, Ukrainian President Volodymyr Zelensky said Ukrainian troops had also recaptured some territory in the Kherson region.",<triplet>Ukrainian troops<subj>some territory<obj>Fight
108,"Its Russian-installed head, Vladimir Saldo, described the situation there as ""tense"" and admitted Ukrainian forces had made breakthroughs.",<triplet>Its Russian-installed head<subj>the situation<obj>Make Public Statement
109,"Just before the war began Mr Putin recognised the whole of those regions as independent republics, which have now - as Moscow sees it - voted to join Russia.",<triplet>Mr Putin<subj>the whole<obj>Engage In Diplomatic Cooperation <triplet>it<subj>Russia<obj>Consult
110,"Ms Kardashian, boxer Floyd Mayweather Jr, basketball player Paul Pierce and EthereumMax's creators were sued by investors in January.The legal action alleged they had collaborated to ""misleadingly promote and sell"" the cryptocurrency in a ""pump and dump"" scheme designed to inflate the price before selling to investors.EthereumMax disputed the allegations at the time.In spite of its name, EthereumMax has no legal or business connection with the Ethereum cryptocurrency.Anyone can create a crypto coin.All you need is a few pounds, a YouTube tutorial and a funky name.This month alone, dozens of new tokens will be launched, with creators promising their coin will be the next big thing.With little intrinsic value to the product, marketing is key - and as in many modern industries, celebrities can be the make or break.",<triplet>EthereumMax<subj>the allegations<obj>Disapprove <triplet>creators<subj>their coin<obj>Intend
