,text,label
10,"The Indian army later said that ""17 Indian troops who were critically injured in the line of duty"" had died from 17 Indian troops who were critically injured in the line of duty's injuries, taking the ""total that were killed in action to 20"".",<triplet> The Indian army <subj> 17 Indian troops <obj> Make Public Statement <triplet> 17 Indian troops <subj> 17 Indian troops <obj> Fight
11,"The Indian army is still working to release some [further] Indian soldiers from Chinese custody,"" defence analyst Ajai Shukla told the BBC.",<triplet> some [further] Indian soldiers <subj> Chinese custody <obj> Provide Aid <triplet> defence analyst Ajai Shukla <subj> some [further] Indian soldiers <obj> Make Public Statement
12,"A senior Indian military official told the BBC there were 55 Indians versus 300 Chinese, who A senior Indian military official described as ""the Death Squad"".",<triplet> A senior Indian military official <subj> the BBC <obj> Make Public Statement <subj> the Death Squad <obj> Make Public Statement
13,"India's has accused China of sending thousands of troops into Ladakh's Galwan Valley and says China occupies 38,000 sq km (14,700 sq miles) of China's territory.",<triplet> India <subj> China <obj> Disapprove
14,Five nuns die of COVID-19 at EC convent The Congregation of the Precious Blood Sisters said that there'd been a surge in the number of coronavirus infections at EC convent.,<triplet> The Congregation <subj> EC convent <obj> Make Public Statement
15,"Mayor angry over hit 'glorifying Escobar'Atoning for the sins of a brother The man who set up the notorious Medellín drug cartel alongside Pablo Escobar set up a transit point for drug-laden aircraft on the island of Norman's Cay, 210 miles (340km) off the coast of Florida, with the help of corrupt local officials.",<triplet> the notorious Medellín drug cartel <subj> Pablo Escobar <obj> Consult
16,"The man who set up the notorious Medellín drug cartel alongside Pablo Escobar has never been to Germany and will face no legal action from Germany's authorities as The man who set up the notorious Medellín drug cartel alongside Pablo Escobar has already served The man who set up the notorious Medellín drug cartel alongside Pablo Escobar's prison sentence in the US, German broadcaster DW reports.",<triplet> German broadcaster DW <subj> Germany <obj> Make Public Statement
17,"Lehder's daughter, Mónica'm relaxed and in peace to know that The man who set up the notorious Medellín drug cartel alongside Pablo Escobar's well, despite The man who set up the notorious Medellín drug cartel alongside Pablo Escobar's illness,"" Lehder's daughter, Mónica told Colombian magazine Semana.",<triplet> Lehder's daughter <subj> Colombian magazine Semana <obj> Make Public Statement
18,"Three Boogaloo Bois members were charged with terrorism offences in Nevada this month for attempts to ""spark violence"".",<triplet> Nevada <subj> Three Boogaloo Bois members <obj> Disapprove
19,"But Beijing said on Beijing's microblog Beijing expected to handle 500 flights on Wednesday, sharply lower than in recent days.",<triplet> Beijing <subj> Beijing's microblog <obj> Make Public Statement
20,"Russia built special tunnels to protect President Vladimir Putin from COVID-19 at home and at work, President Vladimir Putin's spokesperson said Wednesday.",<triplet> President Vladimir Putin's spokesperson <subj> President Vladimir Putin <obj> Make Public Statement
21,Dmitry Peskov said one tunnel was installed at President Vladimir Putin's home outside Moscow and two at the Kremlin.,<triplet> Dmitry Peskov <subj> President Vladimir Putin's home <obj> Make Public Statement
22,"Spanish raids seize The uncle of Syrian President Bashar al-Assad's assetsToo big, too rich: Syrian President Bashar al-Assad turns on Syrian President Bashar al-Assad's cousin Syrian President Bashar al-Assad's lawyers say The uncle of Syrian President Bashar al-Assad's political past is irrelevant to an investigation into The uncle of Syrian President Bashar al-Assad's financial activities.",<triplet> Syrian President Bashar al-Assad's lawyers <subj> Syrian President Bashar al-Assad's cousin <obj> Make Public Statement
23,"France sentences Equatorial Guinea VP</Text></Article><Article url=""https://tass.com/world/1168575"" paper=""tass""><Text>YEREVAN, June 17.",<triplet> France <subj> Equatorial Guinea <obj> Coerce
24,In a situation where US President Donald Trump declared US President Donald Trump's intention to cut military presence in Germany it is essential for Russia to understand where their military contingent may be relocated.,<triplet> US President Donald Trump <subj> US President Donald Trump's intention <obj> Make Public Statement
25,"Should the European Union contingent in Poland be strengthened in this way, Russia will have to take the corresponding retaliatory steps to ward of this threat,"" Suslov explained. """,<triplet> Suslov <subj> the European Union contingent <obj> Make Public Statement
26,"""Suslov stressed US President Donald Trump annoyance over Germany's steadfast refusal to increase defense spending, ""in other words, to spend more on US military equipment and weapons"", and over Germany's support for the Nord Stream-2 project in defiance US sanctions. """,<triplet> Suslov <subj> US President Donald Trump <obj> Make Public Statement
27,"On Monday, US President Donald Trump said the United States was going to cut the United States's military contingent in Germany to 25,000, if Germany refused to pay for their military contingent's accommodation and settle debts to the European Union.",<triplet> US President Donald Trump <subj> the United States's military contingent <obj> Make Public Statement <triplet> the United States <subj> the United States's military contingent <obj> Threaten
28,"A month or two later the then 702 programming manager Mzoxolo Jojwana came back and said the then 702 programming manager Mzoxolo Jojwana wants Clement Manyathela to stand in for Stephen Grootes in a week's time, Clement Manyathela again said no ways.",<triplet> Clement Manyathela <subj> Mzoxolo Jojwana <obj> Make Public Statement
29,"Clement Manyathela told the then 702 programming manager Mzoxolo Jojwana the then 702 programming manager Mzoxolo Jojwana was setting Clement Manyathela up for failure and asked the then 702 programming manager Mzoxolo Jojwana to give Clement Manyathela several months, the then 702 programming manager Mzoxolo Jojwana still said no.",<triplet> Clement Manyathela <subj> the then 702 programming manager <obj> Make Public Statement <subj> Mzoxolo Jojwana <obj> Make Public Statement
30,"Maesiah Thabane's lawyer, Advocate Salemane Phafane said that her husband, former Prime Minister Tom Thabane daughter Nkoya Hlaele, who said Thabane’s second wife Lipolelo had to hire bodyguards, had no evidence to prove that Former Lesotho first lady Maesiah Thabane threatened Thabane’s second wife Lipolelo's life.",<triplet> Maesiah Thabane's lawyer <subj> former Prime Minister Tom Thabane daughter <obj> Make Public Statement
31,"Maesiah Thabane's lawyer, Advocate Salemane Phafane said Former Lesotho first lady Maesiah Thabane's former employee, Makarabo Mojakhomo, who claimed that Former Lesotho first lady Maesiah Thabane told her the money Former Lesotho first lady Maesiah Thabane sent her to deliver was for Thabane’s second wife Lipolelo's killing, could not back her claims.",<triplet> Maesiah Thabane's lawyer <subj> Makarabo Mojakhomo <obj> Make Public Statement
32,SA journo Paul Nthoba on Wednesday said SA journo Paul Nthoba was still in Lesotho because the two countries’ governments had still not assured SA journo Paul Nthoba's safety if SA journo Paul Nthoba returned.,<triplet> SA journo Paul Nthoba <subj> SA journo Paul Nthoba <obj> Make Public Statement <subj> Lesotho <obj> Make Public Statement
33,SA journo Paul Nthoba said SA journo Paul Nthoba also met SA High Commission in Lesotho but the two countries’ governments were yet to assure SA journo Paul Nthoba that SA journo Paul Nthoba would be safe if SA journo Paul Nthoba returned.,<triplet> SA journo Paul Nthoba <subj> Lesotho <obj> Make Public Statement <subj> SA High Commission <obj> Consult <subj> Lesotho <obj> Consult <subj> SA journo Paul Nthoba <obj> Express Intend to Cooperate
34,"""India would best not make an incorrect judgment of the situation, would best not underestimate China's's strong determination to safety China's's sovereign territory,"" China's foreign minister said in a statement issued by the foreign ministry.",<triplet> China's foreign minister <subj> China's's strong determination <obj> Make Public Statement
35,"China's foreign minister repeated China's's claims that India was solely responsible for deadly border clashes between their forces this week, saying India's forces had crossed the Line of Actual Control that divides the thousands of troops from the sides deployed in the area.",<triplet> China's foreign minister <subj> China's's claims <obj> Make Public Statement
36,"(Danish Ismail/his Indian counterpart, Subrahmanyam Jaishankar, in turn, accused China's of erecting a structure in the Galwan Valley, which his Indian counterpart, Subrahmanyam Jaishankar called a ""premeditated and planned action that was directly responsible for the resulting violence and casualties,"" according to a statement.",<triplet> his Indian counterpart <subj> China <obj> Disapprove
37,"Zhao, the Chinese spokesperson, repeated Chinese claims that the clashes erupted after Indian forces ""provoked and attacked Chinese personnel, which lead to fears, physical confrontation between the two sides's border troops and resulted in casualties. """,<triplet> Zhao <subj> Chinese claims <obj> Make Public Statement
38,"judge Lesiba Mhamgo told Soweto mother it was unbecoming of Soweto mother to use drugs, while Soweto mother was expected to arrest criminals who sold drugs to the public.",<triplet> judge Lesiba Mhamgo <subj> Soweto mother <obj> Make Public Statement
39,"“Now something that will interest Bernard — Dutch painter Vincent Van Gogh and French painter Paul Gauguin’ve made some excursions in the brothels, and it’s likely that Dutch painter Vincent Van Gogh and French painter Paul Gauguin’ll eventually go there often to work,” Van Gogh-Gauguin letter describing brothel visits says.",<triplet> ” Van Gogh-Gauguin letter <subj> French painter Paul Gauguin’ve <obj> Make Public Statement
40,"""Chris Kelly, an Australian who's sown barley on his family farm for decades love the Chinese,"" says Chris Kelly, an Australian who's sown barley on Chris Kelly, an Australian who's sown barley on his family farm for decades's family farm for decades.",<triplet> Chris Kelly <subj> an Australian <obj> Make Public Statement
41,"But last month, China imposed an 80% tariff on Australian barley.",<triplet> China <subj> Australian barley <obj> Coerce
42,"This week, in a secretive process, China sentenced an Australian man to death for drug smuggling.",<triplet> China <subj> an Australian man <obj> Coerce
43,India is often cited for India's potential.,<triplet> India's potential <subj> India <obj> Make Public Statement
44,"""It's a bit strange for the government to tell companies you can't sell to the Chinese or you have to sell more to other countries when other countries simply aren't trying to buy,"" Dr Shiro Armstrong, an East Asia specialist, told the BBC.",<triplet> Dr Shiro Armstrong <subj> the BBC <obj> Make Public Statement
45,""" Prof Jane Golley, a China economy specialist at the Australian National University says Prof Jane Golley, a China economy specialist at the Australian National University finds calls by some security analysts to turn away from China - covered heavily by the media - ""depressing"". """,<triplet> Prof Jane Golley <subj> a China economy specialist <obj> Make Public Statement
46,"The notorious Brigadier Andrew Molope finally met The notorious Brigadier Andrew Molope's unlamented end when four MK operatives - France Ting'Ting Masango, Obed Masina, Elias Makhuru and Neo Potsane - responded to the community’s cry for reprieve; the then police divisional commissioner of a relatively quiet Bophuthatswana – as the North West was called at the time's Odi region was no more.",<triplet> The notorious Brigadier Andrew Molope <subj> The notorious Brigadier Andrew Molope's unlamented end <obj> Consult
47,"Geoffrey Makhubo say The notorious Brigadier Andrew Molope was unlamented because at the amnesty for the 1986 assassination, The notorious Brigadier Andrew Molope's own wife, Sina Molope turned to four MK operatives - France Ting'Ting Masango, Obed Masina, Elias Makhuru and Neo Potsane and told the commission: “Molope’s own wife, Sina Molope's brothers, four MK operatives - France Ting'Ting Masango, Obed Masina, Elias Makhuru and Neo Potsane have killed The notorious Brigadier Andrew Molope. . . The notorious Brigadier Andrew Molope disappeared from the eyes of all those The notorious Brigadier Andrew Molope was murdering. ”",<triplet> Geoffrey Makhubo <subj> Andrew Molope <obj> Make Public Statement
48,"The two-part TV series, starring Jeff Daniels as Comey and Irish actor Brendan Gleeson as Trump, is based on Comey's best-selling book _A Higher Loyalty _and more than a year of additional interviews, Cable network Showtime said.",<triplet> Cable network Showtime <subj> Comey's best-selling book <obj> Make Public Statement
49,"In a video that went viral this month, activist Curtis Hayes Jr, 31, pulls 16-year-old Raymon Curry from the crowd and tells 16-year-old Raymon Curry that they need to ""find a better way"" to express their pain over the killings of African-Americans.",<triplet> activist Curtis Hayes Jr <subj> 16-year-old Raymon Curry <obj> Coerce
50,"There was one point one African-American family were telling one African-American family's kids to stay away from strangers, gangs, violent people, but it's reverted to My mother telling 16-year-old Raymon Curry to stay away from the police.",<triplet> one African-American family <subj> one African-American family's kids <obj> Make Public Statement
51,"Sherondia's daughter, Jasmaine see [previous protest movements] as something we've got to learn from,"" Sherondia's daughter, Jasmaine says. """,<triplet> Sherondia's daughter <subj> Jasmaine <obj> Make Public Statement
52,Serbia reported Serbia's first coronavirus case on March 23.,<triplet> Serbia <subj> Serbia's first coronavirus case <obj> Make Public Statement
53,"In late December 2019, Chinese officials notified the World Health Organization (WHO) about the outbreak of a previously unknown pneumonia in the city of Wuhan, in central China.",<triplet> Chinese officials <subj> the World Health Organization <obj> Consult
54,Police Minister Bheki Cele referred to Public Protector Busisiwe Mkhwebane probe into Robert McBride when Police Minister Bheki Cele That decision Parliament’s police committee in February that Police Minister Bheki Cele couldn’t support Robert McBride's reappointment for a second term as Ipid head.,<triplet> Police Minister Bheki Cele <subj> Public Protector Busisiwe Mkhwebane probe <obj> Make Public Statement
55,"""If we are to address the many challenges which SA's face as SA's.",<triplet> SA <subj> SA <obj> Consult
56,Justice Minister Ronald Lamola tables Justice Minister Ronald Lamola's budget vote in Parliament on 16 July 2019.,<triplet> Justice Minister Ronald Lamola <subj> Justice Minister Ronald Lamola's budget vote <obj> Reject
57,"the northern city of Kaduna police chief Ali Janga told the BBC a building in the northern city of Kaduna, where the detainees were allegedly sexually abused and tortured was raided after a tip-off about suspicious activity.",<triplet> police chief Ali Janga <subj> the BBC <obj> Make Public Statement
58,"Part of Canada's stated aim when Canada's first came to Afghanistan was ""rebuilding the democratic process. """,<triplet> Canada <subj> Afghanistan <obj> Consult
59,Then earlier this month U. S. President Donald Trump revealed U. S. President Donald Trump had invited The Taliban to Camp David – The Taliban said The Taliban had refused to come before an agreement that would lead to intra-Afghan talks was signed.,<triplet> U. S. President Donald Trump <subj> Camp David <obj> Engage In Diplomatic Cooperation <subj> Camp David <obj> Consult <subj> The Taliban <obj> Make Public Statement
60,"""We don't care about the The Taliban threat,"" said Hamisha Charaghi, 19, who is studying journalism at university.",<triplet> Hamisha Charaghi <subj> the The Taliban threat <obj> Make Public Statement
61,"""'Chaos benefits The Taliban': Why the war in Afghanistan is getting worseAid agencies under threat in Afghanistan as The Taliban attempts to tax Fruit seller Mohammad Isaq shrugged when asked about the possibility of violence. """,<triplet> The Taliban <subj> Fruit seller Mohammad Isaq <obj> Coerce
62,"Democratic House Speaker Nancy Pelosi said President Donald Trump betrayed President Donald Trump's oath of office, national security and the integrity of American elections when President Donald Trump the ""favour Ukrainian President Volodymyr Zelensky to investigate President Donald Trump's political rival, former U. S. vice-president and 2020 presidential hopeful Joe Biden, during a phone call in July.",<triplet> Democratic House Speaker Nancy Pelosi <subj> President Donald Trump's political rival <obj> Make Public Statement
63,"""In case anyone's interested, we're moving ahead on the U. S. , Mexico, Canada Agreement,"" Democratic House Speaker Nancy Pelosi said, referring to the new North American trade deal.","<triplet> Democratic House Speaker Nancy Pelosi <subj> the U. S. , Mexico, Canada Agreement <obj> Make Public Statement"
64,"(Susan Walsh/The Associated Press)Speaking to reporters earlier this week, U. S. Trade Representative Robert Lighthizer, who led the trade negotiations with Canada and Mexico, seemed unfazed by any potential impact of impeachment proceedings on efforts to pass the new North American trade deal through Congress.",<triplet> the new North American trade deal <subj> Congress <obj> Yield
65,"By Thursday, President Donald Trump had expanded the list of issues President Donald Trump says will be overtaken by the Democrats's focus on impeachment.",<triplet> President Donald Trump <subj> the Democrats's focus <obj> Make Public Statement
66,"And this week, Democratic Sen. Chris Murphy told Politico that negotiations with the President Donald Trump administration seem all but dead.",<triplet> Democratic Sen. Chris Murphy <subj> Politico <obj> Make Public Statement
67,"A 12-year-old African-American girl alleges that three white classmates held A 12-year-old African-American girl down on a slide and called A 12-year-old African-American girl's hair ""ugly"" and ""nappy"" and cut some off.",<triplet> A 12-year-old African-American girl <subj> A 12-year-old African-American girl's hair <obj> Disapprove
68,"""three white classmates came up to A 12-year-old African-American girl and three white classmates ambushed A 12-year-old African-American girl sort of, like caged A 12-year-old African-American girl in,"" A 12-year-old African-American girl told local media.",<triplet> A 12-year-old African-American girl <subj> A 12-year-old African-American girl <obj> Make Public Statement
69,"""the assault's very painful,"" Cynthia Allen told a local CBS affiliate.",<triplet> Cynthia Allen <subj> a local CBS affiliate <obj> Make Public Statement
70,"""Cynthia Allen want to see three white classmates dismissed from the Immanuel Christian School, where the US Vice-President's wife teaches.",<triplet> Cynthia Allen <subj> the Immanuel Christian School <obj> Make Public Statement
71,"Prince Harry to visit Angola de-mining project, in Diana's footsteps Prince Harry, Prince Harry's wife Meghan and their four-month-old son Archie, arrived in South Africa on Monday for Harry, his wife Meghan and their four-month-old son Archie's southern African trip, Harry, his wife Meghan and their four-month-old son Archie's first overseas tour as a family.",<triplet> Prince Harry <subj> Angola <obj> Consult <subj> Diana's footsteps <obj> Consult
72,Abdullah Abdullah's political journey has taken Abdullah Abdullah's from life as a practising eye surgeon to resistance fighter and three-times presidential contender.,<triplet> Abdullah Abdullah's political journey <subj> Abdullah Abdullah <obj> Coerce
73,Metro Police chief Wayne le Roux said Police officials would remain in the Milnerton area until it was safe.,<triplet> Metro Police chief Wayne le Roux <subj> the Milnerton area <obj> Make Public Statement
74,"President Emmanuel Macron cited in particular Chirac's foreign policy choices, notably for refusing to take France's to war in 2003 in the US-led invasion of Iraq without a UN mandate.",<triplet> President Emmanuel Macron <subj> Chirac's foreign policy choices <obj> Make Public Statement
75,Nkuka Lulendo also said that police went to Nkuka Lulendo's house and raped Nkuka Lulendo's wife on the day that Nkuka Lulendo was released from jail.,<triplet> Nkuka Lulendo <subj> Nkuka Lulendo's wife <obj> Make Public Statement <subj> Nkuka Lulendo's house <obj> Make Public Statement
76,"""It's meaningful that high court acknowledged A family from Angola trapped in a South Korean airport for the last nine months's right to have A family from Angola trapped in a South Korean airport for the last nine months's refugee application considered,"" lawyer Lee Sang-hoon, who represents A family from Angola trapped in a South Korean airport for the last nine months, told Yonhap News Agency.",<triplet> lawyer Lee Sang-hoon <subj> Yonhap News Agency <obj> Make Public Statement
77,"The US Congress has given The US Congress's consent to supply US fifth-generation F-35 fighter jets to Poland, Polish Minister of National Defense Mariusz Blaszczak said via Twitter on Friday.",<triplet> The US Congress <subj> The US Congress's consent <obj> Engage In Material Cooperation <triplet> US fifth-generation F-35 fighter jets <subj> Poland <obj> Express Intend to Cooperate
78,"""Nhleko introduced Nhleko to say that Nhleko's Minister of Police and Ipid investigator Innocent Khuba could hear Nhleko's voice because Ipid investigator Innocent Khuba think a few weeks before Nhleko had come to our office and addressed us, so Ipid investigator Innocent Khuba was really familiar with Nhleko's voice.",<triplet> Nhleko <subj> Nhleko <obj> Consult
79,"Parliament recently gave Lennox Garane's family a copy of the report of PSC's investigation into Lennox Garane's's death, which implicated three top officials.",<triplet> Parliament <subj> Lennox Garane's family <obj> Engage In Material Cooperation
80,"President Nicolás Maduro has accused Washington of waging an ""economic war"" against President Nicolás Maduro's country and orchestrating a coup to oust President Nicolás Maduro.",<triplet> President Nicolás Maduro <subj> Washington <obj> Disapprove
81,"In a report in July, UN human rights chief Michelle Bachelet accused the Venezuelan security forces of sending death squads to murder young men and staging the scenes to make it look like young men resisted arrest.",<triplet> UN human rights chief Michelle Bachelet <subj> the Venezuelan security forces <obj> Disapprove
82,"Before Charlie Duke's return to Earth, Charlie Duke left a photo of Charlie Duke and Charlie Duke's wife and kids in the lunar dust.",<triplet> Charlie Duke <subj> Charlie Duke's return <obj> Consult
83,"On page 77 of Mueller's report Mueller’s report says that when Donald Trump was told that the special counsel had been appointed to the investigation Donald Trump, “Donald Trump slumped back in Donald Trump's chair and said, ‘Oh my God.",<triplet> Mueller’s report <subj> Donald Trump's chair <obj> Make Public Statement <subj> Donald Trump <obj> Make Public Statement
84,"Donald Trump has alleged, without evidence, that Mr Trump's Democratic rival Joe Biden pressed for the sacking of a Ukrainian prosecutor to protect a business that employed Mr Trump's Democratic rival Joe Biden's son.",<triplet> Donald Trump <subj> Joe Biden <obj> Disapprove
85,Ukraine's former Foreign Minister Pavlo Klimkin told the BBC that a Ukrainian prosecutor was the sacking of a Ukrainian prosecutor for corruption.,<triplet> Ukraine's former Foreign Minister Pavlo Klimkin <subj> the BBC <obj> Make Public Statement
86,"A number of Western bodies, including the EU, had pushed for a Ukrainian prosecutor to be sacked, Ukraine's former Foreign Minister Pavlo Klimkin said.",<triplet> Ukraine's former Foreign Minister <subj> a Ukrainian prosecutor <obj> Make Public Statement
87,"300 former US national security officials described Donald Trump's actions as a ""national security concern"", and said Donald Trump appeared to have committed ""an unconscionable abuse of power"".",<triplet> 300 former US national security officials <subj> Donald Trump's actions <obj> Make Public Statement
88,What Donald Trump's Ukraine's phone call really means Donald Trump went on to discuss Mr Trump's Democratic rival Joe Biden's son Hunter and the unsubstantiated allegation that Mr Biden's son Hunter's father - then the US vice-president - stopped an investigation into Mr Trump's Democratic rival Joe Biden's son's employer by lobbying Ukraine's to the sacking of a Ukrainian prosecutor a Ukrainian prosecutor.,<triplet> Donald Trump <subj> Mr Trump's Democratic rival <obj> Consult
89,Democrats accuse Donald Trump of illegally seeking foreign help in the hope of smearing Mr Trump's Democratic rival Joe Biden.,<triplet> Democrats <subj> Donald Trump <obj> Disapprove
90,"Donald Trump acknowledged that Donald Trump had personally blocked nearly $400m (£324m) in military aid to Ukraine's days before Donald Trump spoke to the Ukrainian President, Volodymyr Zelensky,, but denied that it was to pressure Mr Biden's son Hunter into investigating Mr Trump's Democratic rival Joe Biden.",<triplet> Donald Trump <subj> the Ukrainian President <obj> Consult
91,"The New York Times, Washington Post and Reuters news agency's complaint accuses Donald Trump of ""using the power of Donald Trump's office to solicit interference from a foreign country in the 2020 election"".","<triplet> The New York Times, Washington Post and Reuters news agency's complaint <subj> Donald Trump <obj> Disapprove"
92,"Mid-July - Donald Trump orders the White House aide to hold back almost $400m in military aid to Ukraine's, report US media 25 July - Donald Trump speaks to Ukraine's's leader in a 30-minute phone call9 September - Congress learns of the whistleblower's complaint about Trump's Ukraine phone call, but is blocked by the Donald Trump administration from viewing it11 September - Military aid for Ukraine's is cleared for release by the Pentagon and Department of State 23 September - Donald Trump confirms Donald Trump withheld Ukrainian aid, saying it was due to concerns about ""corruption""24 September - Donald Trump says Ukrainian aid was withheld so that other countries would pay more.",<triplet> Donald Trump <subj> the White House aide <obj> Coerce <subj> Ukraine's's leader <obj> Consult <subj> Ukrainian aid <obj> Coerce
93,"On Friday, U. S. President Donald Trump contradicted Iranian President Hassan Rouhani's claim that The United States had the offer to lift restrictions to facilitate a meeting, saying it was actually Iran who had put forward the offer.",<triplet> U. S. President Donald Trump <subj> Iranian President Hassan Rouhani's claim <obj> Disapprove
94,Prince Harry will travel to Huambo later on Friday to view the iconic site where Diana was photographed and visit a recently-renovated orthopaedic hospital.,<triplet> Prince Harry <subj> Huambo <obj> Consult
95,"At Germany’s broadcaster Deutsche Welle's meeting today in BERLIN, the Germany’s broadcaster Deutsche Welle Broadcasting Council discussed the accusations of a the State Duma’s commission cited in agency reports,"" Germany’s broadcaster Deutsche Welle said in a news release. """,<triplet> the Germany’s broadcaster <subj> Germany’s broadcaster <obj> Consult
96,On Thursday the Pilots Association also stated that the Pilots Association would embark of a strike unless the Pilots Association's demands were met.,<triplet> the Pilots Association <subj> the Pilots Association's demands <obj> Make Public Statement
97,President Trump reels as Democrats move quickly on impeachment An intelligence whistleblower's complaint showing President Trump pressuring Ukraine's president to supply dirt on election rival Joe Biden left the White House reeling and President Trump doubling down with an implicit threat against witnesses to the call.,<triplet> President Trump <subj> Ukraine's president <obj> Coerce <triplet> Democrats <subj> the White House <obj> Consult
98,An intelligence whistleblower's complaint showing President Trump pressuring Ukraine's's president to supply dirt on election rival Joe Biden left the White House reeling and President Trump doubling down with an implicit threat against witnesses to the call.,<triplet> President Trump <subj> Ukraine's's president <obj> Coerce
99,"‘WE SHOULD MOVE QUICKLY’""We should move quickly but not hurriedly, and we should focus on this Ukraine's call,"" Eric Swalwell, a member of the House Intelligence Committee, said on CNN Friday.",<triplet> Eric Swalwell <subj> CNN <obj> Make Public Statement
100,"The spies and treason, we used to handle The spies and treason a little differently than we do now,"" President Trump told US diplomats in a meeting at the United Nations.",<triplet> President Trump <subj> US diplomats <obj> Make Public Statement
101,"President Trump accused SCHIFF of ""fraudulently"" reading the official the White House memorandum of the call in a hearing on the whistleblower's's complaint Thursday.",<triplet> President Trump <subj> SCHIFF <obj> Disapprove
102,"""SCHIFF completely this fraud the words to make An intelligence whistleblower's complaint showing President Trump pressuring Ukraine's president to supply dirt on election rival Joe Biden sound horrible, and President Trump sound guilty,"" President Trump said.",<triplet> President Trump <subj> Ukraine's president <obj> Coerce
103,"The following week, conservative columnist Robert Novak reported that part of the reason The US diplomat Joseph Wilson, who defied President George W Bush over the decision to go to war with Iraq had been given the Niger mission was that The US diplomat Joseph Wilson, who defied President George W Bush over the decision to go to war with Iraq's wife - a CIA agent - recommended The US diplomat Joseph Wilson, who defied President George W Bush over the decision to go to war with Iraq.",<triplet> The US diplomat <subj> The US diplomat <obj> Appeal
104,"""We hope this time there is no fraud - otherwise voters will feel cheated once again,"" Roya Jahangir, a doctor based in the capital, Kabul told Reuters news agency.",<triplet> Roya Jahangir <subj> Reuters news agency <obj> Make Public Statement
105,"However, the Taliban currently refuse to negotiate directly with the Afghan government, saying the Afghan government is illegitimate.",<triplet> the Taliban <subj> the Afghan government <obj> Express Intend to Cooperate
106,"According to the Russian foreign ministry, Russian Foreign Minister Sergey Lavrov’s meetings with US Secretary of State Michael Pompeo agreed that the settlement of the Syrian conflict should rest upon ""UNITED NATIONS-brokered peace negotiating process involving all constructive forces with due respect to Syria's sovereignty, Syria's territorial integrity, and commitment to efforts towards complete extermination of terrorist nests. """,<triplet> Russian Foreign Minister Sergey Lavrov’s meetings <subj> UNITED NATIONS-brokered peace negotiating process <obj> Engage In Diplomatic Cooperation
107,"""Just because you tell A U. S. judge it is night outside doesn't mean it is not day,"" A U. S. judge told government lawyers.",<triplet> A U. S. judge <subj> A U. S. judge <obj> Make Public Statement
108,"Russian Foreign Minister Sergey Lavrov stressed that Russia and Israel maintain ""quite good economic cooperation"" and ""spiritual ties"" in what concerns the history of World War II.",<triplet> Russian Foreign Minister Sergey Lavrov <subj> Israel <obj> Make Public Statement
