,text,label,entail_prob
10,"The Foreign Correspondents Club of China noted that under Chinese law, foreign journalists were ""entitled to unfettered access to report in the nation. """,<triplet> The Foreign Correspondents Club <subj> Chinese law <obj> Make Public Statement,0.8645927309989929
11,"India's gripped by gruesome 'fridge murder'The woman who became victim of ‘suitcase murder’Police say rats ate 200kg of seized cannabisMeasles outbreak claims 12 children in Mumbai cityWhy toxic fat shaming is so rampant in IndiaTech layoffs threaten American dream of India's workers</Text></Article><Article url=""https://www.bbc.co.uk/news/world-asia-china-63779736?at_medium=RSS&amp;at_campaign=KARANGA"" paper=""bbc""><Text>nan</Text></Article><Article url=""https://www.france24.com/en/europe/20221128-live-kremlin-denies-russian-forces-planning-to-leave-zaporizhzhia-nuclear-plant"" paper=""f24""><Text>AdvertisingRead moreThis live blog is no longer being updated.",<triplet> IndiaTech layoffs <subj> American dream <obj> Threaten,0.9936010241508484
12,"Russia and the United States have been discussing a deal that could see Griner, who is facing nine years in jail in Russia on drug charges, return to the United States in exchange for convicted Russian weapons trafficker Viktor Bout.",<triplet> Griner <subj> the United States <obj> Consult,0.8453362584114075
13,"Norwegian Defense Minister Bjorn Arild Gram noted that amid the Ukrainian crisis, Norway has increased Norway's military spending and put Norway's intelligence on alert.",<triplet> Norwegian Defense Minister Bjorn Arild Gram <subj> Norway's intelligence <obj> Make Public Statement,0.8326950073242188
14,columnist Alex Schulman also ridiculed Sweden's Foreign Minister Tobias Billstrom insistence on describing Turkey as a “democracy”.,<triplet> columnist Alex Schulman <subj> Sweden's Foreign Minister Tobias Billstrom insistence <obj> Disapprove,0.8588995933532715
15,"This tweet says, in French, “Ukrainian football fans were arrested in Qatar for spreading Nazi symbols in Doha.",<triplet> Nazi symbols <subj> Doha <obj> Make Public Statement,0.8538947105407715
16,"""one of its correspondents who was reporting on protests in Shanghai did not show one of its correspondents who was reporting on protests in Shanghai's press card,"" Foreign Ministry Spokesman Zhao Lijian added.",<triplet> Foreign Ministry Spokesman Zhao Lijian <subj> Shanghai's press card <obj> Engage In Material Cooperation,0.6621129512786865
17,"Pope Francis has decided to visit both Kiev and Moscow, if Pope Francis travels at all, Pope Francis said in an interview with America Magazine, published on Monday.",<triplet> Pope Francis <subj> both Kiev <obj> Consult <subj> Moscow <obj> Consult,
18,"– TIMES/AFPrelated newsArgentina’s elaborate ploy to lure tourists has begunDelirium grips Buenos Aires on a chaotic day for the agesAborted World Cup bus parade a snapshot of Argentina’s's charm and viceCONMEBOL rewards Argentina’s with US$10 million, looks ahead to 2030 World CupIn this news </Text></Article><Article url=""https://www.batimes.com.ar/news/argentina/fourteen-year-old-found-with-gunshot-wound-to-head-in-palermo.phtml"" paper=""bat""><Text>A fourteen-year-old boy has been the discovery of the teenager, who has only been identified as Benjamin a gunshot wound to the head in the head in the City neighbourhood of Palermo after being missing for two days, with police investigating reports A fourteen-year-old boy may have been kidnapped and held for ransom.",<triplet> Argentina <subj> Argentina’s's charm <obj> Engage In Diplomatic Cooperation,0.6585097908973694
19,"Naor Gilon, Israel's's ambassador to India, also criticised Israel's envoy to India in an open letter to Israel's envoy to India.",<triplet> Naor Gilon <subj> Israel's envoy <obj> Disapprove,0.8291986584663391
20,"And Prime Minister Narendra Modi's Bharatiya Janata Party (BJP) president JP Nadda, who released Prime Minister Narendra Modi's Bharatiya Janata Party (BJP)'s manifesto over the weekend, has ridiculed BJP president JP Nadda, who released the party's manifesto over the weekend's rivals' poll promises and claimed that Prime Minister Narendra Modi's Bharatiya Janata Party (BJP) is winning hands down.",<triplet> And Prime Minister Narendra Modi's Bharatiya Janata Party (BJP) president <subj> BJP president JP Nadda <obj> Disapprove,0.8182397484779358
21,"The controversy around India's's ‘Muslim’ museumIndia lesbian 'brides' in 'wedding' photoshootThe photographer who preserved rural Indian lifeIndia gripped by gruesome 'fridge murder'The woman who became victim of ‘suitcase murder’Why toxic fat shaming is so rampant in IndiaTech layoffs threaten American dream of India's workers</Text></Article><Article url=""https://www.bbc.co.uk/news/science-environment-63464065?at_medium=RSS&amp;at_campaign=KARANGA"" paper=""bbc""><Text> The world is going through The world's worst-ever outbreak of bird flu.",<triplet> IndiaTech layoffs <subj> American dream <obj> Threaten,0.9831416606903076
22,"""China favours China's own products: Washington favours Washington's own products.",<triplet> China <subj> China's own products <obj> Engage In Diplomatic Cooperation <triplet> Washington <subj> Washington's own products <obj> Engage In Diplomatic Cooperation,
23,"One official had speculated A communications line created between the militaries of the United States and Russia at the start of Moscow's war against Ukraine also could have been used if a Russian fighter jet chased a Ukrainian aircraft into Polish airspace, or if a Russian missile crossed Natoairspace.",<triplet> a Russian fighter jet <subj> a Ukrainian aircraft <obj> Consult,0.8856016993522644
24,"The official Wafa news agency cited a local Palestinian activist as saying that troops opened fire when a group of young men attempted to block troops's entry to al-Mughayyir, a village about 16km north-east of Ramallah, hitting one of a group of young men with a live round and several others with rubber-coated bullets.",<triplet> The official Wafa news agency <subj> a local Palestinian activist <obj> Make Public Statement,0.6153846383094788
25,"6:44pm: Germany to send Ukraine more than 350 Germany will provide Ukraine with more than 350 generatorsGermany, a government spokesman said Tuesday, after Russian missile strikes severely damaged Ukrainian energy infrastructure.",<triplet> Germany <subj> Ukraine <obj> Provide Aid,0.9952781200408936
26,"""10:02am: Qatar to send Germany 2 million tonnes of LNG per year for 15 Qatar has the long-awaited deal to send Germany 2 million tonnes of liquefied natural gas a year for at least 15 years, officials said Tuesday, as Europe's biggest economy scrambles for alternative supplies after Russia's's invasion of Ukraine.",<triplet> Qatar <subj> Germany <obj> Provide Aid,0.8853988647460938
27,"In an op-ed published in the New York Times last week, Twitter's former head of trust and safety, Yoel Roth, who left Twitter earlier this month, suggested that Twitter had already begun to receive calls from app store operators following Musk takeover.",<triplet> Twitter's former head <subj> Musk takeover <obj> Consult,0.6937363147735596
28,"Nato members would assist Ukraine in repairing Ukraine's energy infrastructure and protecting people from missile attacks, a statement that said Russia's persistent attacks on Ukrainian civilian and energy grids were ""depriving millions of basic human services"" added.",<triplet> Nato members <subj> Ukraine <obj> Engage In Material Cooperation,0.574400782585144
29,"""her mother, Alta Apatenco thought her mother, Alta Apatenco'd never see a Texas woman again,"" a Texas woman added.",<triplet> a Texas woman <subj> a Texas woman <obj> Engage In Material Cooperation <subj> Alta Apatenco <obj> Engage In Material Cooperation,
30,"The problem definitely is that we have significantly reduced European arsenals since 1989-1991 because we thought that, as [political scientist] Francis Fukuyama said, the end of history had come,"" the Austrian Defense Ministry’s Colonel Markus Reisner noted.",<triplet> the Austrian Defense Ministry’s Colonel Markus Reisner <subj> European arsenals <obj> Make Public Statement,0.939498245716095
31,"Some forceful condemnations, others less former vice-president Mike Pence's decision to criticize Donald Trump's actions — but still defend Donald Trump — underscores Donald Trump's continued hold on this Republican Party, even as Donald Trump finds Donald Trump at a moment of intense vulnerability.","<triplet> Some forceful condemnations, others less former vice-president Mike Pence's decision <subj> Donald Trump's continued hold <obj> Make Public Statement",0.9232425689697266
32,"Read more. . . CONMEBOL rewards Argentina’s with US$10 million, looks ahead to 2030 World Cup In Vice-President Cristina Fernández de Kirchner's address,Vice-President Cristina Fernández de Kirchner sought to link the attack on Vice-President Cristina Fernández de Kirchner with the trial, claiming that Brenda Uliarte, the girlfriend of the assailant Fernando Sabag Montiel, was a follower of Luciani on Facebook and Twitter.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.7989997267723083
33,"an extensive set of rules that sought to prohibit “harmful misinformation” about the virus and its vaccines received acclaim from medical professionals: In an advisory to technology platforms, US Surgeon General Dr. Vivek Murthy cited Twitter's rules as an example of what companies should do to combat misinformation.",<triplet> US Surgeon General Dr. Vivek Murthy <subj> Twitter's rules <obj> Make Public Statement,0.5656100511550903
34,"Michel, president of the European Council that represents the 27 EU member state governments will arrive in Beijing on Wednesday and meet Xi on Thursday before talks with Xi.",<triplet> Michel <subj> Beijing <obj> Express Intend to Cooperate,0.6970974802970886
35,the Gujarat High Court has sharply criticised Morbi municipality and asked The state government to explain in detail the action taken against officials who should have overseen the condition of a footbridge.,<triplet> the Gujarat High Court <subj> Morbi municipality <obj> Disapprove,0.9760841727256775
36,"Despite AdvertisingRead moreMacron's strong support for Kyiv, AdvertisingRead moreMacron's insistence on continuing to maintain dialogue with Russian President Vladimir Putin has irked American diplomats.",<triplet> moreMacron's insistence <subj> American diplomats <obj> Protest,0.8119810819625854
37,Coordinator for Strategic Communications at the National Security Council in the White House John Kirby announced earlier that French President Emmanuel Macron’s and US Vice President Kamala Harris would visit the NASA headquarters later on Wednesday.,<triplet> French President Emmanuel Macron <subj> the NASA headquarters <obj> Consult,0.5959797501564026
38,"""If you want to change Qatar's energy minister so that Qatar's energy minister will say that Qatar's energy minister believe in LGBTQ, that Qatar's energy minister's family should be LGBTQ, that Qatar's energy minister accept LGBTQ in Qatar's energy minister's country, that Qatar's energy minister change Qatar's energy minister's laws and the Islamic laws in order to satisfy the West - then this is not acceptable,"" Qatar's energy minister added.",<triplet> Qatar's energy minister <subj> Qatar's energy minister's country <obj> Reject,0.5805656909942627
39,"But now there's something to celebrate, as Unesco adds the baguette to Unesco's ""intangible cultural heritage"" list.","<triplet> Unesco <subj> Unesco's ""intangible cultural heritage"" list <obj> Engage In Material Cooperation",0.9567601680755615
40,"Russia assumes that Sweden and Finland will join NATO and believes it will hurt pan-European security, Russian Deputy Foreign Minister Alexander Grushko told TASS on Wednesday.",<triplet> Sweden <subj> NATO <obj> Consult,0.5975518226623535
41,"""It’s probable that they (Hungary) will, of course, ratify the agreement for Sweden and Finland to join NATO.",<triplet> Sweden <subj> NATO <obj> Consult,0.6927638053894043
42,"Russia should proceed based on reality, and reality is such that it takes all member states to ratify the agreement for Sweden and Finland to join NATO to become a NATO member.",<triplet> Sweden <subj> NATO <obj> Consult,0.7756752967834473
43,"As William and Kate visit Boston, where Charles's heir will award the Earthshot Prize for initiatives to tackle climate change, Harry and Meghan are due in New York for another awards ceremony, although Harry and Meghan have reportedly no plans to meet.",<triplet> William <subj> Boston <obj> Consult,0.6918662786483765
44,"In the same year, after the success of Fleetwood Mac's live album The Dance, Christine McVie, who played with Fleetwood Mac and wrote some of their most famous songs retired to Kent, saying a fear of flying meant Christine McVie, who played with Fleetwood Mac and wrote some of their most famous songs was leaving Fleetwood Mac.",<triplet> Christine McVie <subj> Kent <obj> Yield,0.7018839120864868
45,"Read more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to the World Cup Argentina continued to create the better chances in the first half and Marcos Acuña flashed a shot wide after Julián Álvarez had also gone close to breaking the deadlock.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.7184039354324341
46,"Download the France 24 app</Text></Article><Article url=""https://www.france24.com/en/middle-east/20221130-poland-and-argentina-progress-to-world-cup-last-16"" paper=""f24""><Text>AdvertisingRead moreAlexis Mac Allister's 46th-minute goal settled Argentina's nerves after a tense first half, before Julian Alvarez doubled Argentina's's lead just over 20 minutes later.",<triplet> moreAlexis Mac Allister's 46th-minute goal <subj> Argentina's nerves <obj> Yield,0.9361758828163147
47,KYIV: Ukrainian President Volodymyr Zelenskyy on Wednesday criticised US billionaire Elon Musk's proposal to end Russia's offensive in Ukraine and invited US billionaire Elon Musk's to visit Ukrainian President Volodymyr Zelenskyy's war-scarred country.,<triplet> Ukrainian President Volodymyr Zelenskyy <subj> US billionaire Elon Musk's proposal <obj> Disapprove,0.9532592296600342
48,Some studies suggest up to two million people could die in China's within a year if China's returns to normal population mobility.,<triplet> China <subj> China <obj> Appeal,0.6178411841392517
49,"Read more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to 2030 World Cup Bangladeshi fans of Brazil, who often get into debates that range from amicable to violent with Bangladeshi fans of Brazil, who often get into debates that range from amicable to violent with their Argentina-loving counterparts's Argentina-loving counterparts, also came to the game -- but to support Bangladeshi fans of Brazil, who often get into debates that range from amicable to violent with their Argentina-loving counterparts's rivals.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.6635210514068604
50,"In Xi Jinping's thinking, China's ""national rejuvenation"" must include Taiwan.","<triplet> China's ""national rejuvenation <subj> Xi Jinping's thinking <obj> Yield",0.8863105177879333
51,"""(But) RTE's are not announcing to the French people that there will be power cuts,"" French government spokesman Olivier Veran added.",<triplet> French government spokesman Olivier Veran <subj> the French people <obj> Engage In Material Cooperation,0.8744866251945496
52,"Defence Minister Margarita Robles, who was visiting the Ukrainian port city of Odesa on Thursday and met her Ukrainian counterpart Oleksii Reznikov, earlier this month said Spain would send six HAWK air defence systems to Ukraine to help Ukraine repel Russia's invasion and protect Ukraine's battered infrastructure.",<triplet> Spain <subj> Ukraine <obj> Provide Aid,0.9398967027664185
53,"""Uruguay feel Uruguay have every right to do so,"" President Luis Lacalle Pou’s told a press conference, responding to reports that Uruguay will seek to sign the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CP-TPP, also known as TPP11), a trade deal that covers the economies Australia, Brunei, Canada, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore, and Vietnam and accounts for 13 percent of the world's GDP and a market of more than 500 million inhabitants.",<triplet> the Comprehensive and Progressive Agreement <subj> CP-TPP <obj> Engage In Diplomatic Cooperation,0.5923736691474915
54,"But French President Emmanuel Macron and French President Emmanuel Macron's entourage will be served American-made cheese at the White House on Thursday, which is on the menu curated by First Lady Jill Biden.",<triplet> American-made cheese <subj> the White House <obj> Engage In Material Cooperation <subj> French President Emmanuel Macron <obj> Engage In Material Cooperation,
55,"How Europe's relationship with First Lady Jill Biden turned sourBiden: We were clumsy over France submarine row On Wednesday, the first day of French President Emmanuel Macron's visit, French President Emmanuel Macron sharply criticised French President Emmanuel Macron's US counterpart's recently-passed legislation - the Inflation Reduction Act (IRA) .",<triplet> French President Emmanuel Macron <subj> French President Emmanuel Macron's US counterpart's recently-passed legislation <obj> Disapprove,0.9857752323150635
56,"Walking gingerly toward an evacuation train, 79-year-old Liudmyla Biloshysta said 79-year-old Liudmyla Biloshysta decided to leave and join 79-year-old Liudmyla Biloshysta's children in Kyiv because 79-year-old Liudmyla Biloshysta feared conditions in the recently liberated Ukrainian city of Kherson would worsen.",<triplet> 79-year-old Liudmyla Biloshysta's children <subj> Kyiv <obj> Consult,0.9552637934684753
57,"""U. S. President Joe Biden said U. S. President Joe Biden would talk to Russia's Vladimir Putin, if Russia's Vladimir Putin was willing to end the war.",<triplet> U. S. President Joe Biden <subj> Russia's Vladimir Putin <obj> Consult,0.7605897784233093
58,"(Kevin Lamarque/Reuters)Macron, for France's Emmanuel Macron's part, said France's Emmanuel Macron would continue to talk to Russia's Vladimir Putin to ""try to prevent escalation and to get some very concrete results"" such as the safety of nuclear plants.",<triplet> (Kevin Lamarque/Reuters)Macron <subj> France's Emmanuel Macron's part <obj> Consult,0.7418872117996216
59,"After both sides have finished presenting their arguments, Judges Jorge Gorini, Rodrigo Giménez Uriburu and Andrés Basso will likely deliver Judges Jorge Gorini, Rodrigo Giménez Uriburu and Andrés Basso's verdict on Tuesday, December 6.","<triplet> Judges Jorge Gorini <subj> Judges Jorge Gorini, Rodrigo Giménez Uriburu and Andrés Basso's verdict <obj> Provide Aid",0.7069730162620544
60,"an 11-year-old Julián Álvarez is still settling in England, – an 11-year-old Julián Álvarez arrived mid-season at an 11-year-old Julián Álvarez's new club Manchester City after four years at the top with River Plate.",<triplet> an 11-year-old Julián Álvarez <subj> England <obj> Yield,0.5825219750404358
61,"Working towards a carbon-neutral economy means ""creating a lot of jobs, which means investing a lot in the United States and France's economies, and the United States and France have to synchronize the United States and France's action,"" Macron said.",<triplet> the United States <subj> France's action <obj> Engage In Diplomatic Cooperation,0.6847398281097412
62,"January 2022 - the National Archives retrieves 15 boxes of the White House records from Mar-a-Lago, and says some of the documents the National Archives received at the end of Donald Trump's administration were torn up February - Reports emerge that classified files were found in the Mar-a-Lago cache and the National Archives has asked DoJ to investigate April - US media report The FBI has begun a preliminary investigation 3 June - A senior DoJ official and three The FBI agents travel to Mar-a-Lago to review items in a basement.",<triplet> A senior DoJ official <subj> Mar-a-Lago <obj> Consult,0.5872295498847961
63,"""President Macron, for President Macron's part, said President Macron would continue to talk to Putin to ""try to prevent escalation and to get some very concrete results"" such as the safety of nuclear plants.",<triplet> President Macron <subj> President Macron's part <obj> Consult,0.6810171008110046
64,"""Vive France and God bless the United States. """,<triplet> God <subj> the United States <obj> Engage In Diplomatic Cooperation,0.8803640007972717
65,(the Justice Department/The Associated Press)Trump is likely to appeal A U. S. federal appeals court's decision to the conservative-majority U. S. Supreme Court.,<triplet> A U. S. federal appeals court's decision <subj> the conservative-majority U. S. Supreme Court <obj> Appeal,0.9680534601211548
66,"French President Emmanuel Macron, who has said he will speak again to Putin after his trip to Washington and has warned against cutting off the Russian leader said French President Emmanuel Macron, who has said he will speak again to Putin after his trip to Washington and has warned against cutting off the Russian leader planned to talk to Vladimir Putin in part over the security of the Russian-occupied Zaporizhzhia plant in Ukraine.",<triplet> French President Emmanuel Macron <subj> Vladimir Putin <obj> Consult,0.9398868083953857
67,"On China, another area where Europe and the United States have not always been entirely on the same page, Biden, Macron said in a joint statement Biden, Macron ""will continue to coordinate on Biden, Macron's concerns regarding China, another area where Europe and the United States have not always been entirely on the same page's challenge to the rules-based international order, including respect for human rights, and to work together with China, another area where Europe and the United States have not always been entirely on the same page on important global issues like climate change. ""","<triplet> Biden, Macron <subj> China <obj> Express Intend to Cooperate",0.9434108138084412
68,"When President Joe Biden and first lady Jill Biden greeted each other outside the White House for a state visit on Thursday, the December chill had little effect, President Joe Biden said, because “President Joe Biden and first lady Jill Biden's hearts are warm”.",<triplet> President Joe Biden <subj> the White House <obj> Engage In Diplomatic Cooperation,0.7974597215652466
69,President Joe Biden and first lady Jill Biden greet French President Emmanuel Macron and French President Emmanuel Macron's wife Brigitte Macron as French President Emmanuel Macron and his wife Brigitte Macron arrive for a state dinner at the White House in Washington on December 1.,<triplet> President Joe Biden <subj> French President Emmanuel Macron <obj> Engage In Diplomatic Cooperation,0.9134605526924133
70,"Russia illegally annexed four Ukrainian regions at the end of September, without controlling any of four Ukrainian regions.",<triplet> Russia <subj> four Ukrainian regions <obj> Coerce,0.7083057761192322
71,President Recep Tayyip Erdogan is therefore trading President Recep Tayyip Erdogan's services so that President Recep Tayyip Erdogan can annex a new Kurdish territory in northeastern Syria.,<triplet> President Recep Tayyip Erdogan <subj> a new Kurdish territory <obj> Coerce,0.9775140285491943
72,the IS group's presence allows Syrians to unite behind the Damascus regime.,<triplet> Syrians <subj> the Damascus regime <obj> Consult,0.8234503269195557
73,"While in office, US President Donald Trump regularly criticised European countries in Nato for not spending enough on defence.",<triplet> US President Donald Trump <subj> European countries <obj> Disapprove,0.5546407699584961
74,"pharmaceuticals company Merck is a business that The latest U. S. regulations could jeopardize, which prompted pharmaceuticals company Merck CEO Belén Garijo to add Merck CEO Belén Garijo's signature to a letter of warning published by a number of top German executives after the recent visit by Chancellor Olaf Scholz to China.",<triplet> pharmaceuticals company Merck CEO Belén Garijo <subj> Merck CEO Belén Garijo's signature <obj> Engage In Material Cooperation,0.8226802945137024
75,"Parents Vladimir and Natalia, both 47 years old, grew up in the Soviet Union, Parents Vladimir and Natalia, both 47 years old, speak Russian with Parents Vladimir and Natalia, both 47 years old,'s children and Parents Vladimir and Natalia, both 47 years old, stay out of politics.",<triplet> Parents Vladimir <subj> Parents Vladimir <obj> Consult <subj> Natalia <obj> Consult,
76,Kolya's building is also slowly succumbing to the Russian war.,<triplet> Kolya's building <subj> the Russian war <obj> Yield,0.9229665994644165
77,"Never worriedRead more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to 2030 World Cup Argentina looked clueless in the first half against Mexico, unable to break down the low defensive line with a back five.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.7721555233001709
78,"Read more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to 2030 World Cup FIRST MPOX DEATHArgentina had DEATHArgentina's first death from monkeypox (rebranded mpox by the World Health Organisation as the original name is considered ""racist and stigmatising”) Last month, the Health Ministry confirmed Wednesday.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.7446973919868469
79,"Too low to cover more than a month of imports, Pakistan's foreign reserves together with a widening current account deficit have threatened a balance of payment crises for the South Asian economy, which has to make another $1 billion bond payment next week.",<triplet> Pakistan's foreign reserves <subj> the South Asian economy <obj> Threaten,0.9736000299453735
80,"In President Joe Biden's remarks Thursday, President Joe Biden was careful to show deference to Ukraine and NATO allies, saying President Joe Biden would talk to President Vladimir Putin of Russia only after consulting with Ukraine and NATO allies first.",<triplet> President Joe Biden <subj> President Vladimir Putin <obj> Consult,0.8741794228553772
81,"3:57pm: Kremlin says Putin will visit east Ukraine 'in due Putin will ""in due time"" the move east Ukraine's Donbas region, which Putin claims to have annexed, Kremlin told Russian news agencies Saturday.",<triplet> Putin <subj> east Ukraine <obj> Consult,0.773991584777832
82,"After the NATO Foreign Ministers meeting in Bucharest, Turkish Minister Mevlut Cavusoglu noted that ANKARA notes Sweden more decisive intent regarding the accession to NATO, but expects more concrete steps on implementation of the NATO membership memorandum, signed with Turkey earlier, which implies extradition of people involved in terrorist activity.",<triplet> ANKARA <subj> Sweden more decisive intent <obj> Make Public Statement,0.9653802514076233
83,"Sweden — the formerly neutral Nordic country that's soon to join NATO —'s top military commander, Gen. Micael Bydén, told CBC News that Sweden — the formerly neutral Nordic country that's soon to join NATO — is also the restructuring Sweden — the formerly neutral Nordic country that's soon to join NATO —'s armed forces to make its armed forces more of a ""wartime organization"" to be ready in case the conflict with Russia escalates.",<triplet> Sweden <subj> NATO <obj> Consult,0.892516016960144
84,"When asked what Sweden — the formerly neutral Nordic country that's soon to join NATO — brings to NATO, The country's top military commander, Gen. Micael Bydén, replied, ""Sweden — the formerly neutral Nordic country that's soon to join NATO — bring modern military thinking.",<triplet> Sweden <subj> NATO <obj> Consult,0.7548163533210754
85,"When the government of now-former prime minister Magdalena Andersson turned to The country's top military commander, Gen. Micael Bydén, for advice last spring on whether Sweden — the formerly neutral Nordic country that's soon to join NATO — should join NATO, The country's top military commander, Gen. Micael Bydén, didn't hesitate before saying ""yes. """,<triplet> Sweden <subj> NATO <obj> Consult,0.9739159941673279
86,"Shortly before Biden’s signature Inflation Reduction Act (IRA) was announced, Rio Tinto Group, the world’s second-biggest miner, this deal a non-binding agreement with Ford to sell Ford lithium from Rio Tinto Group, the world’s second-biggest miner,'s Rincon lithium project in The world’s fastest-growing lithium producer.",<triplet> Ford lithium <subj> Rio Tinto Group <obj> Engage In Material Cooperation,0.7121910452842712
87,"Read more. . . CONMEBOL rewards Argentina with US$10 million, looks ahead to 2030 World Cup ""Argentina fulfilled Argentina's objective,"" he said.",<triplet> CONMEBOL <subj> Argentina <obj> Engage In Diplomatic Cooperation,0.6442791223526001
88,"Israeli singer Liraz Charhi, who records as “Liraz” hope that one day Israeli singer Liraz Charhi, who records as “Liraz”'s Iranian friends and Israeli singer Liraz Charhi, who records as “Liraz” will be able to play together there, when Iran is finally a free country.",<triplet> Israeli singer Liraz Charhi <subj> Israeli singer Liraz Charhi <obj> Make Public Statement,0.5517734885215759
89,"Wait, very soon the 27-nation European Union will accuse Russia of using oil as a weapon.",<triplet> the 27-nation European Union <subj> Russia <obj> Disapprove,0.8248630166053772
90,"Only few days back a bomb landed quite near the Muzychuk sisters — Anna and Mariya's apartment,” Anna narrated.",<triplet> Anna <subj> the Muzychuk sisters — Anna and Mariya's apartment <obj> Make Public Statement,0.9646915793418884
91,"the Muzychuk sisters — Anna and Mariya are just the Muzychuk sisters — Anna and Mariya and do what the Muzychuk sisters — Anna and Mariya believe is the right thing to do, but at the same time the Muzychuk sisters — Anna and Mariya never do anything bad to others,” Anna stated.",<triplet> Anna <subj> Anna <obj> Make Public Statement,0.7942715287208557
92,"Kremlin also said Russian President Vladimir Putin would ""in due time"" visit the Donbas region of eastern Ukraine, which Russian President Vladimir Putin claims to have annexed.",<triplet> Russian President Vladimir Putin <subj> the Donbas region <obj> Consult,0.7355499267578125
93,"Ukraine's presidential chief of staff Andriy Yermak noted a cap of ""$30 would have destroyed it (Russia's economy) more quickly"".",<triplet> Ukraine's presidential chief <subj> Russia's economy <obj> Make Public Statement,0.9651938676834106
94,"Lionel Messi scored Lionel Messi's first-ever goal in a the World Cup knockout round tie in the 35th minute, and youngster Julián Álvarez added Argentina's second just before the hour mark.",<triplet> youngster Julián Álvarez <subj> Argentina's second <obj> Engage In Material Cooperation,0.7850953340530396
