,text,label
18,Susan Wamaitha was urged to take a Chinese-made contraceptive not knowing a Chinese-made contraceptive was banned in Kenya.,<triplet> Kenya <subj> Chinese-made contraceptive <obj> Disapprove
19,Russia troop deployment to Belarus prompts speculation.,<triplet> Russia <subj> Belarus <obj> Engage In Material Cooperation
20,Russia is sending thousands more troops to Belarus.,<triplet> Russia <subj> Belarus <obj> Engage In Material Cooperation
21,Macron-Scholz: Difficult Paris summit for German chancellor.,<triplet> German chancellor <subj> Paris summit <obj> Consult
22,Relations between France and Germany are strained as France and Germany pull in different directions.,<triplet> Germany <subj> France <obj> Disapprove
23,President Bolsonaro faces rival Lula da Silva in a second-round run-off on 30 October.,<triplet> President Bolsonaro <subj> rival Lula da Silva <obj> Disapprove
24,"Despite power cuts, shortages and political strife, Iraqis (and Iraqis's dollars) are coming to Lebanon:.",<triplet> Iraqis <subj> Lebanon <obj> Engage In Material Cooperation
25,the morality police is accused of abusing Iranian women who the morality police thinks do not wear the hijab properly enough.,<triplet> morality police <subj> Iranian women <obj> Assault
26,Sunak's rise to PM a 'ground-breaking milestone' - Biden.,<triplet> Biden <subj> Sunak's <obj> Make Public Statement
27,"US President Joe Biden says it ""matters"" that the UK will have the UK's first British Asian prime minister.",<triplet> US President Joe Biden <subj> UK <obj> Make Public Statement
28,China congress: What do people say about China's new leadership team?.,<triplet> people <subj> China's new leadership team <obj> Make Public Statement
29,China's leader Xi Jinping introduces China's leader Xi Jinping's new top team.,<triplet> China's leader Xi Jinping <subj> China's leader Xi Jinping's new top team <obj> Make Public Statement
30,"But since Hamburg Mosque is also reportedly used to spread the Mullahs's propaganda across Europe, calls are growing for Hamburg Mosque's work to be restricted.",<triplet> calls <subj> Hamburg Mosque's <obj> Disapprove <triplet> Hamburg Mosque <subj> Mullahs's propaganda <obj> Make Public Statement
31,"For over a month, people in Iran have been protesting against The Regime’s.",<triplet> people in Iran <subj> The Regime’s <obj> Protest
32,Data shows how protests have sprung up around Iran and where The Regime’s has unleashed the most brutality against people in Iran.,<triplet> The Regime’s <subj> people in Iran <obj> Assault
33,The death of university student Jina Mahsa Amini has triggered a wave of protests across Iran.,<triplet> Iran <subj> university student Jina Mahsa Amini <obj> Assault
34,"For the last five weeks, the women of Iran have been leading the way, but people from all walks of life have joined The Women of Iran.",<triplet> people from all walks of life <subj> The Women of Iran <obj> Engage In Diplomatic Cooperation
35,"China's Xi Jinping: ""Chairman of Everything"" has transformed China's Xi Jinping: ""Chairman of Everything""'s country into a surveillance state, isolated China's from the rest of the world during the pandemic and expanded China's Xi Jinping: ""Chairman of Everything""'s foreign policy.",<triplet> China's <subj> the rest of the world <obj> Reduce Relations
36,"Why is China's Xi Jinping: ""Chairman of Everything"" so beloved by China's Xi Jinping: ""Chairman of Everything""'s people?","<triplet> China's Xi Jinping: ""Chairman of Everything""'s people <subj> China's Xi Jinping: ""Chairman of Everything"" <obj> Engage In Diplomatic Cooperation"
37,"Giuseppe Conte: ""If Meloni Pursues Reactionary Positions, the Five Star Movement Will Have to Mobilize All the Five Star Movement's Powers"".",<triplet> the Five Star Movement <subj> Meloni <obj> Disapprove <triplet> Giuseppe Conte <subj> Meloni <obj> Make Public Statement <triplet> Giuseppe Conte <subj> the Five Star Movement <obj> Make Public Statement
38,"After the election victory of Meloni in Italy, the head of the Five Star Movement, Giuseppe Conte, is concerned that Meloni will lead Italy to the right-wing fringe.",<triplet> Giuseppe Conte <subj> Meloni <obj> Make Public Statement
39,"In an interview, Giuseppe Conte talks about what lies ahead for Giuseppe Conte's country.",<triplet> Giuseppe Conte <subj> Giuseppe Conte's country <obj> Make Public Statement
40,"With each victim in Iran, the question as to how the West should react becomes more pressing.",<triplet> Iran <subj> each victim <obj> Assault
41,Experts are skeptical that the end is nigh for the regime in Tehran – and the regime in Tehran's nuclear ambitions remain a concern.,<triplet> Experts <subj> the regime in Tehran <obj> Make Public Statement
42,"The EU border agency Frontex has sought to cover up human rights violations for several years, but an investigation by the European anti-fraud office OLAF has exposed the treatment of refugees at Europe's frontiers.",<triplet> European anti-fraud office OLAF <subj> The EU border agency Frontex <obj> Investigate <triplet> Europe's frontiers <subj> refugees <obj> Coerce
43,Money for Rebels: Tracking Down Blood Gold in the Democratic Republic of Congo.,<triplet> Blood Gold <subj> Rebels <obj> Provide Aid
44,A group of rebels controls the mines in the east of the Democratic Republic of Congo and uses Blood Gold in the Democratic Republic of Congo to finance killings.,<triplet> group of rebels <subj> the mines in the east of the Democratic Republic of Congo <obj> Fight
45,DER SPIEGEL is one of the first media outlets to document what is happening on site in the Democratic Republic of Congo.,<triplet> DER SPIEGEL <subj> the Democratic Republic of Congo <obj> Make Public Statement
46,"For six months, The Divided Village, was occupied by Russian troops.",<triplet> Russian troops <subj> The Divided Village <obj> Fight
47,Germany and US Play Out Scenarios of a Nuclear Strike By Russia.,<triplet> Germany <subj> US <obj> Consult <triplet> Russia <subj> Scenarios of a Nuclear Strike <obj> Exhibit Military Posture
48,"The bleaker things look on the battlefield in Ukraine, the more often Russia talks about nuclear bombs.",<triplet> Russia <subj> Ukraine <obj> Threaten
49,"Garry Kasparov on the War in Ukraine: ""Everyone Who Is Still in Russia Is Part of the War in Ukraine"".",<triplet> Garry Kasparov <subj> Ukraine <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Fight
50,Garry Kasparov believes that the regime of Russian President Vladimir Putin will collapse in spring.,<triplet> Garry Kasparov <subj> the regime of Russian President Vladimir Putin <obj> Make Public Statement
51,Pavel Filatyev: A Russian Soldier Speaks Out about the War in Ukraine.,<triplet> Pavel Filatyev: A Russian Soldier <subj> Ukraine <obj> Make Public Statement
52,the War in Ukraine shocked Pavel Filatyev: A Russian Soldier so badly that Pavel Filatyev: A Russian Soldier risked imprisonment to write an exposé about the moral problems Pavel Filatyev: A Russian Soldier sees in Russia's military action.,<triplet> Pavel Filatyev: A Russian Soldier <subj> Russia <obj> Disapprove
53,The recapture of Lyman was preceded by a Ukrainian offensive in Kharkiv.,<triplet> Ukrainian offensive <subj> Kharkiv <obj> Fight
54,"Apparently fearing a robust advance by the Ukrainians, the Russians abandoned well-constructed defensive strongholds.",<triplet> Ukrainians <subj> Russians <obj> Fight
55,"Interview with Former Italian PM Romano Prodi: “It Would Be Suicide for Meloni to Start a Fight with Brussels"".",<triplet> Former Italian PM Romano Prodi <subj> Meloni <obj> Make Public Statement <triplet> Former Italian PM Romano Prodi <subj> Brussels <obj> Make Public Statement
56,Former Italian PM Romano Prodi is worried about the future of Italy and the EU after the election victory of Meloni.,<triplet> Former Italian PM Romano Prodi <subj> Italy <obj> Make Public Statement <triplet> Former Italian PM Romano Prodi <subj> EU <obj> Make Public Statement
57,Russia's Nuclear Threat: Is Russia's Bluffing the West or the other Way Around? - Editorial.,<triplet> Russia <subj> the West <obj> Threaten
58,the West never wanted to become a party to Russia's's war against Ukraine.,<triplet> Russia <subj> Ukraine <obj> Fight
59,"French President Macron vowed Wednesday to implement a pension reform that would eventually push up retirement age by three years to 65, making younger generations work longer.",<triplet> French President Macron <subj> pension reform <obj> Make Public Statement
60,Live: UN 'optimistic' about Ukraine grain deal extension amid Russian reservations.,<triplet> UN <subj> Ukraine <obj> Make Public Statement
61,"The drop in Russian fossil fuel exports after its Ukraine invasion this year will transform the global energy landscape for decades and can help to hasten a green energy transition, the International Energy Agency (IEA) said on Thursday.",<triplet> Russian <subj> Ukraine <obj> Fight <triplet> International Energy Agency (IEA) <subj> Ukraine <obj> Make Public Statement <triplet> International Energy Agency (IEA) <subj> Russian <obj> Make Public Statement
62,IEA expects global emissions to peak in 2025.,<triplet> IEA <subj> global emissions <obj> Make Public Statement
63,IEA said Wednesday IEA believes global emissions will peak in 2025 as surging energy prices due to the Russian invasion of Ukraine propel investment in renewables.,<triplet> Russian <subj> Ukraine <obj> Fight <triplet> IEA <subj> global emissions <obj> Make Public Statement
64,US special envoy for Iran: 'We're announcing a slew of new sanctions'.,<triplet> US special envoy <subj> We <obj> Make Public Statement <triplet> We <subj> Iran <obj> Reduce Relations
65,"In an interview with FRANCE 24, the US special envoy for Iran announced a slew of new sanctions.",<triplet> the US special envoy <subj> Iran <obj> Reduce Relations
66,Clashes erupt between Iranian security forces and protesters marking Mahsa Amini’s death.,<triplet> Iranian security forces <subj> protesters <obj> Fight
67,"Iranian security forces opened fire on protesters who massed in their thousands on Wednesday in Mahsa Amini’s's hometown to mark 40 days since Mahsa Amini’s's death, a human rights group said.",<triplet> human rights group <subj> Iranian security forces <obj> Make Public Statement <triplet> human rights group <subj> protesters <obj> Make Public Statement <triplet> Iranian security forces <subj> protesters <obj> Fight
68,"As PM Rishi Sunak takes the reins in Britain, hopes for improved France-UK relations.",<triplet> France <subj> UK <obj> Engage In Diplomatic Cooperation
69,UN says world’s climate pledges still ‘nowhere near’ meeting 1.5C goal.,<triplet> UN <subj> world <obj> Make Public Statement
70,"world’s's current climate pledges are far off track to limit temperature rises to 1.5 degrees Celsius and will steer world’s towards “catastrophic” warming, UN said Wednesday.",<triplet> UN <subj> world <obj> Make Public Statement <triplet> UN <subj> world <obj> Make Public Statement
71,Several people killed as gunmen open fire at shrine in Iran’s Shiraz.,<triplet> gunmen <subj> Several people <obj> Fight
72,Senate candidate's debate performance raises concerns amongst Democrats.,<triplet> Democrats <subj> Senate candidate <obj> Make Public Statement
73,"Senate candidate's debate performance fueled concern inside his party on Wednesday, as leaders assessed whether Senate candidate's debate performance would significantly shift a race that could decide control of the US Senate and the future of Joe Biden's presidency.",<triplet> leaders <subj> US Senate <obj> Make Public Statement <triplet> leaders <subj> Joe Biden <obj> Make Public Statement
74,Smiles and a handshake as Macron and Germany’s Scholz plaster over differences.,<triplet> Macron <subj> Germany’s Scholz <obj> Express Intend to Cooperate
75,"Macron and Germany’s Scholz met in Paris with smiles and a handshake on Wednesday, but ignored questions on Macron and Germany’s Scholz's faltering relationship as Macron and Germany’s Scholz headed into the Elysee Palace.",<triplet> Macron <subj> Germany’s Scholz <obj> Consult
76,Italian PM Meloni easily wins 2nd and final confidence vote.,<triplet> confidence vote <subj> Italian PM Meloni <obj> Engage In Diplomatic Cooperation
77,Italy’s first far-right-led government since the fall of fascism in World War II can get down to business after Italian PM Meloni easily won 2nd and final confidence vote on Wednesday.,<triplet> confidence vote <subj> Italian PM Meloni <obj> Engage In Diplomatic Cooperation
78,"‘I felt solidarity’: Afghan women monitor Iran protests, vow to continue fight for basic rights.",<triplet> Afghan women <subj> Iran protests <obj> Make Public Statement
79,"Since the Taliban takeover last year, Afghan women have been demonstrating for Afghan women's right to education and employment.",<triplet> Afghan women <subj> Taliban <obj> Protest <triplet> Taliban <subj> Afghan women <obj> Coerce
80,Adidas ends partnership with Kanye West over antisemitic comments.,<triplet> Adidas <subj> Kanye West <obj> Reduce Relations
81,"Adidas ended a partnership that helped make Kanye West a billionaire and lent Adidas an edgy appeal, but ultimately couldn't survive a mounting outcry over Kanye West's offensive and antisemitic remarks.",<triplet> Adidas <subj> Kanye West <obj> Reduce Relations
82,"According to the Russian diplomat Vasily Nebenzya, the UNSC president’s note S/2016/44 entitled ""Security Council tasks under Security Council resolution 2231 (2015) says it clearly that Security Council is authorized to monitor the implementation of resolution on Iranian nuke program",<triplet> Russian diplomat Vasily Nebenzya <subj> UNSC president <obj> Make Public Statement <triplet> Security Council <subj> Iranian nuke program <obj> Investigate
83,US has been violating UN resolution on Iran since withdrawing from JCPOA in 2018.,<triplet> US <subj> Iran <obj> Reduce Relations
84,"According to the Russian diplomat Vasily Nebenzya, Western delegations are again demonstrating ""blatant hypocrisy and double standards",<triplet> Russian diplomat Vasily Nebenzya <subj> Western delegations <obj> Disapprove
85,Iranian president pledges retaliation to terrorist attack in Shiraz.,<triplet> Iranian president <subj> terrorist attack in Shiraz <obj> Make Public Statement
86,Iranian president expressed condolences to the families and loved ones of the victims in terrorist attack in Shiraz,<triplet> Iranian president <subj> families and loved ones of the victims <obj> Make Public Statement
87,"According to IRNA, IRGC intelligence officer was involved in pursuit of riot instigators",<triplet> IRNA <subj> IRGC intelligence officer <obj> Make Public Statement <triplet> IRNA <subj> riot instigators <obj> Make Public Statement <triplet> IRGC intelligence officer <subj> riot instigators <obj> Coerce
88,UN assumes Russia has notified US of strategic nuclear forces exercises.,<triplet> Russia <subj> US <obj> Exhibit Military Posture <triplet> UN <subj> Russia <obj> Make Public Statement <triplet> UN <subj> US <obj> Make Public Statement
89,Sunni extremists behind attack on mausoleum in southern Iran — news agency.,<triplet> Sunni extremists <subj> mausoleum <obj> Assault
90,Serbian parliament approves new government led by Ana Brnabic.,<triplet> Serbian parliament <subj> new government <obj> Engage In Diplomatic Cooperation <triplet> Serbian parliament <subj> Ana Brnabic <obj> Engage In Diplomatic Cooperation
91,KGB says situation in Belarus to get rocky in November or December.,<triplet> KGB <subj> Belarus <obj> Make Public Statement
92,President of Guinea-Bissau visits Kiev after trip to Moscow.,<triplet> President of Guinea-Bissau <subj> Kiev <obj> Consult <triplet> President of Guinea-Bissau <subj> Moscow <obj> Consult
93,It is reported that President of Guinea-Bissau visited Moscow on Tuesday and met with Russian President Vladimir Putin,<triplet> President of Guinea-Bissau <subj> Russian President Vladimir Putin <obj> Consult <triplet> President of Guinea-Bissau <subj> Moscow <obj> Consult
94,Law enforcers detained two of the terrorists,<triplet> Law enforcers <subj> two of the terrorists <obj> Coerce
95,"Multipolar world order prevents West from isolating Russia, Swiss government says.",<triplet> Swiss government <subj> West <obj> Make Public Statement <triplet> Swiss government <subj> Russia <obj> Make Public Statement
96,Denmark won’t comment on Nord Stream probe until Denmark has smoking gun — Danish Navy Chief.,<triplet> Denmark <subj> Nord Stream probe <obj> Make Public Statement
97,"85 senators cast 85 senators's votes and all of 85 senators were in favor of the resolution, which condemned Russia actions in Ukraine",<triplet> 85 senators <subj> Russia <obj> Disapprove
98,"West used migration crisis to build up forces near Belarusian border, says security chief.",<triplet> West <subj> Belarusian border <obj> Exhibit Military Posture <triplet> security chief <subj> West <obj> Make Public Statement <triplet> security chief <subj> Belarusian border <obj> Make Public Statement
99,"Armenian prime minister unveils plans to meet with Russian, Azerbaijani leaders next week.",<triplet> Armenian prime minister <subj> Russian <obj> Consult <triplet> Armenian prime minister <subj> Azerbaijani leaders <obj> Consult
100,Armenian prime minister said plans were to discuss security and stability in Nagorno-Karabakh,<triplet> Armenian prime minister <subj> Nagorno-Karabakh <obj> Make Public Statement
101,"As Pashinyan noted, ""there must be a visible dialogue at the international level between Nagorno-Karabakh and Azerbaijan""",<triplet> Pashinyan <subj> Nagorno-Karabakh <obj> Make Public Statement <triplet> Pashinyan <subj> Azerbaijan <obj> Make Public Statement
102,Grossi to visit UN Security Council on Oct 27 to push for security zone around NPP.,<triplet> Grossi <subj> UN Security Council <obj> Consult
103,"Putin said, without offering evidence, that Ukraine was planning to detonate a bomb designed to spread radioactive material.",<triplet> Putin <subj> Ukraine <obj> Disapprove
104,"The opposition’s lines of attack, starting with UK Leader Rishi Sunak's choice of home secretary and UK Leader Rishi Sunak's wife’s wealth, gave a glimpse of where The opposition’s sees vulnerabilities in the governing Conservatives.",<triplet> The opposition <subj> home secretary <obj> Disapprove <triplet> The opposition <subj> UK Leader Rishi Sunak's wife <obj> Disapprove
105,Dutch Are Investigating Reported Illegal Chinese Police Stations.,<triplet> Dutch <subj> Chinese Police Stations <obj> Investigate
106,Reports by news media and a human rights group say Chinese police forces opened Reported Illegal Chinese Police Stations.,<triplet> a human rights <subj> Chinese police forces <obj> Investigate <triplet> a human rights <subj> Chinese Police Stations <obj> Investigate
107,Israeli Blockade in West Bank Angers Palestinians.,<triplet> Israeli <subj> Palestinians <obj> Fight
108,"To fight a growing insurgency, the Israeli Army has closed off several entrances to a major Palestinian city, harming a major Palestinian city's economy and stirring more protest.",<triplet> protest <subj> Israeli Army <obj> Protest <triplet> Israeli Army <subj> major Palestinian city <obj> Fight
109,"Tens of Thousands in Iran Mourn Mahsa Amini, Whose Death Set Off Protests.",<triplet> Tens of Thousands <subj> Mahsa Amini <obj> Make Public Statement <triplet> Protests <subj> Iran <obj> Protest
110,"While the security forces cracked down on demonstrations across Iran, state media reported a deadly attack on a mosque in the southern city of Shiraz, adding to the atmosphere of tension.",<triplet> state media <subj> a deadly attack <obj> Make Public Statement <triplet> security forces <subj> demonstrations <obj> Fight
111,"Shunned by the West, Russia and Myanmar Form a Partnership of Unequals.",<triplet> the West <subj> Russia <obj> Disapprove <triplet> the West <subj> Myanmar <obj> Disapprove <triplet> Russia <subj> Myanmar <obj> Engage In Material Cooperation
112,"Myanmar gets resources and ammunition, while Russia gets a customer at a time when Russia is struggling for revenues.",<triplet> Myanmar <subj> Russia <obj> Engage In Material Cooperation
113,Each can use the other to undermine Western sanctions.,<triplet> Western <subj> Each <obj> Reduce Relations
114,"A 23-Million-Year-Old Fossil was taken from a riverbank in broad daylight by two men with a rock saw and chisel, residents say.",<triplet> residents <subj> two men <obj> Make Public Statement
115,"The idea of radiological dispersal devices is not new, and Russia's claim that Ukraine would build and use one has been met with scorn from the West.",<triplet> the West <subj> Russia <obj> Disapprove <triplet> Russia <subj> Ukraine <obj> Make Public Statement
116,Airstrike Kills at Least 80 During Outdoor Concert in Myanmar.,<triplet> Airstrike <subj> at Least 80 <obj> Fight
117,Germany’s Allies Challenge Germany’s's Stances on Ukraine and Energy.,<triplet> Germany’s Allies <subj> Germany <obj> Make Public Statement
118,Germany’s has dismissed criticism of Germany’s's refusal to provide modern tanks to Ukraine and Germany’s's massive energy subsidy for Germany’s's own citizens.,<triplet> Germany <subj> Ukraine <obj> Reject <triplet> Germany <subj> Germany’s's own citizens <obj> Provide Aid
119,Putin Wants to Divide Ukrainians.,<triplet> Putin <subj> Ukrainians <obj> Reduce Relations
120,"Residents curse Russia, but also express frustration with Residents's own leaders.",<triplet> Residents <subj> Russia <obj> Disapprove <triplet> Residents <subj> Residents's own leaders <obj> Disapprove
121,"War in Ukraine Likely to Speed, Not Slow, Shift to Clean Energy, I.E.A. Says.",<triplet> I.E.A. <subj> Ukraine <obj> Make Public Statement
122,"While some nations are burning more coal this year in response to natural-gas shortages spurred by Russia’s invasion of Ukraine, that effect is expected to be short-lived.",<triplet> Russia <subj> Ukraine <obj> Fight
123,A former parliamentary staffer is accused of raping a colleague in the defense minister’s office.,<triplet> A former parliamentary staffer <subj> a colleague <obj> Assault
124,Australian Judge said a juror had brought an article on sexual assault cases into the jury room against Australian Judge's instructions.,<triplet> Australian Judge <subj> juror <obj> Make Public Statement <triplet> juror <subj> Australian Judge <obj> Reject
125,Reports of Looting in Kherson as Ukrainians Battle to Retake Kherson.,<triplet> Ukrainians <subj> Kherson <obj> Fight
126,Your Thursday Briefing: Iran’s Protests Intensify.,<triplet> Protests <subj> Iran <obj> Protest
127,Plus Myanmar gets closer to Russia and a dire climate report.,<triplet> Myanmar <subj> Russia <obj> Express Intend to Cooperate
128,U.S. Looks to Reorient Ties With Saudi Arabia Over Oil Production Cut.,<triplet> U.S. <subj> Saudi Arabia <obj> Express Intend to Cooperate
129,"Saudi leaders decided earlier this month to join Russia in leading a cartel of oil producers to announce Oil Production Cut production by two million barrels a day, which could raise prices and help Russia.",<triplet> Saudi leaders <subj> Russia <obj> Engage In Material Cooperation <triplet> cartel of oil producers <subj> Russia <obj> Provide Aid <triplet> Saudi leaders <subj> cartel of oil producers <obj> Engage In Material Cooperation
130,US Sanctions Target Russian Efforts to Manipulate Politics in Moldova.,<triplet> US <subj> Russian <obj> Reduce Relations <triplet> Russian <subj> Moldova <obj> Reduce Relations
131,"Moldova, like Moldova's neighbor Ukraine, wants closer relations with the West but has long battled Russian political interference and intimidation.",<triplet> Moldova's neighbor Ukraine <subj> the West <obj> Express Intend to Cooperate <triplet> Moldova <subj> the West <obj> Express Intend to Cooperate
132,"A new push by Russia frames the war as a counterterrorism operation and seeks to rally Russians to support the war, officials and researchers say.",<triplet> officials and researchers <subj> Russia <obj> Make Public Statement <triplet> officials and researchers <subj> Russians <obj> Make Public Statement
133,"After Saudi leaders pushed to slash oil production despite a visit by President Biden, American officials have been left fuming that American officials were duped.",<triplet> President Biden <subj> Saudi leaders <obj> Consult <triplet> American officials <subj> Saudi leaders <obj> Disapprove
134,Tensions are flaring between Germany and Germany's allies.,<triplet> Germany's allies <subj> Germany <obj> Disapprove
135,Brittney Griner’s Prison Term Is Upheld by Russian Court.,<triplet> Russian Court <subj> Brittney Griner <obj> Coerce
136,Brittney Griner’s is facing nine years in a Russian prison on a drug charge.,<triplet> Russian <subj> Brittney Griner <obj> Coerce
137,Plus Myanmar’s junta kills dozens and Brittney Griner faces nine years in a Russian penal colony.,<triplet> Myanmar <subj> dozens <obj> Fight <triplet> Russian <subj> Brittney Griner <obj> Coerce
138,"Rishi Sunak’s named people with high-level experience, several of people with high-level experience to posts they have held before, sending a message of stability after a period of upheaval.",<triplet> Rishi Sunak <subj> people <obj> Make Public Statement
139,"While Rishi Sunak was among the first to come out in favor of Britain’s exit from the European Union, Rishi Sunak hasn’t shared the Conservative Party’s hard-line approach.",<triplet> Rishi Sunak <subj> European Union <obj> Disapprove
140,Rishi Sunak Keeps Jeremy Hunt as UK Chancellor.,<triplet> Rishi Sunak <subj> Jeremy Hunt <obj> Make Public Statement
141,Deadly Israeli Raid in Nablus Targets New Palestinian Militia.,<triplet> Israeli Raid <subj> New Palestinian Militia <obj> Fight
142,Old U.K. Ritual Now Has 2 New Participants: King Charles and Rishi Sunak.,<triplet> King Charles <subj> Rishi Sunak <obj> Make Public Statement
143,"Denmark, Germany and Sweden are all investigating the ruptured pipeline sites, but Denmark, Germany and Sweden remain tight-lipped over who might have caused the damage and why.",<triplet> Denmark <subj> ruptured pipeline sites <obj> Investigate <triplet> Germany <subj> ruptured pipeline sites <obj> Investigate <triplet> Sweden <subj> ruptured pipeline sites <obj> Investigate
144,Why People Are Flocking to a Symbol of Taiwan’s Authoritarian Past.,<triplet> People <subj> Taiwan <obj> Make Public Statement
145,"At a museum dedicated to Taiwan’s not-so-distant authoritarian past, Taiwanese see China’s present, and a dark vision of one possible future under autocratic rule.",<triplet> Taiwanese <subj> China <obj> Make Public Statement
146,"But for many, Rishi Sunak’s's immense personal wealth has made Rishi Sunak’s less relatable.",<triplet> many <subj> Rishi Sunak <obj> Disapprove
147,In Kherson occupation forces appear to be preparing to fight advancing Ukrainian troops.,<triplet> occupation forces <subj> Ukrainian troops <obj> Fight
148,House Progressives Urge Biden to Engage in Direct Talks With Russia.,<triplet> House Progressives <subj> Biden <obj> Demand
149,Thirty Democrats called on the Biden administration to “seek a realistic framework for a cease-fire” that is acceptable to Ukraine.,<triplet> Thirty Democrats <subj> Biden administration <obj> Demand
150,Venezuelan Migrants Stranded After US Border Policy Change.,<triplet> US <subj> Venezuelan Migrants <obj> Disapprove
151,"Now, Venezuelan Migrants are stranded south of the United States, with nowhere to go.",<triplet> United States <subj> Venezuelan Migrants <obj> Reject
152,Why Russia is claiming Ukraine wants to use a 'dirty bomb' on Ukraine's own soil.,<triplet> Russia <subj> Ukraine <obj> Make Public Statement
153,Rishi Sunak says Rishi Sunak's values are more important than Rishi Sunak's value.,<triplet> Rishi Sunak <subj> Rishi Sunak <obj> Make Public Statement
154,Gunmen An attack on a Shia Muslim shrine in the Iranian city of Shiraz holy Muslim shrine in Iran as protesters mark 40 days since Mahsa Amini's death.,<triplet> Gunmen <subj> Shia Muslim shrine <obj> Fight <triplet> protesters <subj> Iran <obj> Protest
155, A judge on Wednesday ordered Former Trump chief of staff to testify before a special grand jury that's investigating whether Trump and Trump's allies illegally tried to sway Georgia's results in the 2020 election.,<triplet> special grand jury <subj> Trump <obj> Investigate <triplet> special grand jury <subj> Trump's allies <obj> Investigate <triplet> Trump <subj> Georgia <obj> Reduce Relations <triplet> Trump's allies <subj> Georgia <obj> Reduce Relations <triplet> A judge <subj> Former Trump chief of staff <obj> Demand
156, Police have arrested 2 women and charged one with terrorism-related offences after the federal government repatriated 2 women from a detention camp in Syria for ISIS fighters''s family members.,<triplet> Police <subj> 2 women <obj> Coerce <triplet> Police <subj> one <obj> Disapprove
157," Three men accused of supporting a plot to kidnap Michigan's's governor were convicted of all charges Wednesday, a triumph for state prosecutors after months of mixed results in the main case in federal court.",<triplet> state prosecutors <subj> Three men <obj> Investigate
158, A Wisconsin man accused of killing six people and injuring many others by driving an SUV into a Christmas parade last year has been found guilty by jurors.,<triplet> A Wisconsin man <subj> six people <obj> Assault <triplet> A Wisconsin man <subj> injuring many others <obj> Assault <triplet> jurors <subj> A Wisconsin man <obj> Disapprove
159," U.S. Secretary of State Antony Blinken will visit Canada later this week — a trip that comes as the West grapples with a series of major geopolitical issues, such as the ongoing war in Ukraine and the deteriorating situation in Haiti.",<triplet> U.S. Secretary of State Antony Blinken <subj> Canada <obj> Consult
160," At least 2 Canadian women have left ISIS detention camp and will be arriving in Canada Wednesday morning, CBC News has learned.",<triplet> ISIS detention camp <subj> 2 Canadian women <obj> Yield
161,Haitian journalist survives assassination attempt that leaves car riddled with bullets.,<triplet> assassination attempt <subj> Haitian journalist <obj> Assault
